2024-07-17 13:01:20,492 - 95948 - MainProcess - INFO - Iniciando experimentos
2024-07-17 13:01:20,763 - 95956 - (abalone-3class, SVC, margin_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,763 - 95958 - (abalone-3class, SVC, training_utility_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,763 - 95955 - (abalone-3class, SVC, random_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,763 - 95957 - (abalone-3class, SVC, density_weighted_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,764 - 95959 - (abalone-3class, SVC, borderline_points_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,764 - 95955 - (abalone-3class, SVC, local_set_cardinality_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,764 - 95960 - (abalone-3class, SVC, class_balance_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,764 - 95961 - (abalone-3class, SVC, class_likelihood_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95957 - (abalone-3class, SVC, minority_value_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,764 - 95963 - (abalone-3class, SVC, disjunct_class_percentage_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,764 - 95962 - (abalone-3class, SVC, class_likeliood_diff_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95961 - (abalone-3class, 5NN, margin_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95960 - (abalone-3class, 5NN, random_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95966 - (abalone-3class, SVC, f2_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95965 - (abalone-3class, SVC, f1_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95964 - (abalone-3class, SVC, disjunct_size_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95968 - (abalone-3class, SVC, f4_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,765 - 95967 - (abalone-3class, SVC, f3_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95964 - (abalone-3class, 5NN, class_likelihood_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95973 - (abalone-3class, SVC, ls_radius_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95976 - (abalone-3class, SVC, tree_depth_unpruned_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95975 - (abalone-3class, SVC, tree_depth_pruned_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95971 - (abalone-3class, SVC, k_disagreeing_neighbors_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,767 - 95977 - (abalone-3class, SVC, usefulness_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,767 - 95971 - (abalone-3class, 5NN, f2_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95970 - (abalone-3class, SVC, intra_extra_ratio_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,766 - 95969 - (abalone-3class, SVC, harmfulness_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,767 - 95971 - (abalone-3class, 5NN, local_set_cardinality_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,767 - 95980 - (abalone-3class, 5NN, density_weighted_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,767 - 95982 - (abalone-3class, 5NN, borderline_points_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,769 - 95982 - (abalone-3class, DecisionTree, borderline_points_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,767 - 95983 - (abalone-3class, 5NN, class_balance_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,769 - 95983 - (abalone-3class, DecisionTree, class_balance_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,768 - 95987 - (abalone-3class, 5NN, disjunct_size_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,768 - 95986 - (abalone-3class, 5NN, disjunct_class_percentage_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,768 - 95981 - (abalone-3class, 5NN, training_utility_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,768 - 95988 - (abalone-3class, 5NN, f1_sampling) - INFO - Experimento já havia sido realizado
2024-07-17 13:01:20,768 - 95993 - (abalone-3class, 5NN, intra_extra_ratio_sampling) - INFO - Experimento já havia sido realizado
