time,dataset,classifier,method,run,fold,query,kappa
2025-03-24 14:57:46.830693,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,0,0.14507772020725396
2025-03-24 14:57:48.513017,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,1,0.2227979274611399
2025-03-24 14:57:50.305367,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,2,-0.10204081632653073
2025-03-24 14:57:52.137096,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,3,0.29802955665024633
2025-03-24 14:57:53.919131,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,4,0.25373134328358216
2025-03-24 14:57:55.715701,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,5,0.3414634146341463
2025-03-24 14:57:57.537797,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,6,0.6674876847290641
2025-03-24 14:57:59.398471,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,7,0.12790697674418605
2025-03-24 14:58:01.367094,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,8,0.08296943231441045
2025-03-24 14:58:03.330875,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,9,0.12863070539419086
2025-03-24 14:58:05.239504,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,10,0.08163265306122447
2025-03-24 14:58:07.162953,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,11,0.07370517928286857
2025-03-24 14:58:09.024401,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,12,-0.04081632653061229
2025-03-24 14:58:10.894749,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,13,-0.04081632653061229
2025-03-24 14:58:12.762198,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,14,-0.04081632653061229
2025-03-24 14:58:14.607529,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,15,-0.04081632653061229
2025-03-24 14:58:16.447137,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,16,0.12790697674418605
2025-03-24 14:58:18.458755,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,17,0.3661971830985915
2025-03-24 14:58:20.313334,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,18,0.2822966507177034
2025-03-24 14:58:22.198051,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,19,0.3661971830985915
2025-03-24 14:58:24.080456,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,20,0.3661971830985915
2025-03-24 14:58:25.972023,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,21,0.07370517928286857
2025-03-24 14:58:28.019661,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,22,0.18246445497630326
2025-03-24 14:58:30.044104,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,23,0.08296943231441045
2025-03-24 14:58:32.048418,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,24,0.1438356164383563
2025-03-24 14:58:34.082046,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,25,0.1438356164383563
2025-03-24 14:58:36.091118,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,26,0.15919282511210764
2025-03-24 14:58:38.079962,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,27,0.058441558441558406
2025-03-24 14:58:39.994627,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,28,0.2674418604651163
2025-03-24 14:58:41.859342,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,29,0.19767441860465118
2025-03-24 14:58:43.781047,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,30,0.25355450236966826
2025-03-24 14:58:45.716978,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,31,0.25355450236966826
2025-03-24 14:58:47.623318,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,32,0.22535211267605626
2025-03-24 14:58:49.556273,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,33,0.3087557603686635
2025-03-24 14:58:51.579840,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,34,0.4206008583690988
2025-03-24 14:58:53.520789,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,35,0.4206008583690988
2025-03-24 14:58:55.492801,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,36,0.4206008583690988
2025-03-24 14:58:57.470601,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,37,0.4206008583690988
2025-03-24 14:58:59.447972,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,38,0.4206008583690988
2025-03-24 14:59:01.454544,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,39,0.3087557603686635
2025-03-24 14:59:03.557886,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,40,0.4258373205741627
2025-03-24 14:59:05.563243,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,41,0.41463414634146334
2025-03-24 14:59:07.520541,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,42,0.39573459715639814
2025-03-24 14:59:09.459240,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,43,0.3722466960352423
2025-03-24 14:59:11.480824,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,44,0.5070422535211268
2025-03-24 14:59:13.344530,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,45,0.4767441860465117
2025-03-24 14:59:15.202871,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,46,0.5070422535211268
2025-03-24 14:59:17.062712,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,47,0.4767441860465117
2025-03-24 14:59:18.954002,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,48,0.3087557603686635
2025-03-24 14:59:20.909810,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,49,0.43661971830985913
2025-03-24 14:59:22.882237,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,50,0.5289855072463768
2025-03-24 14:59:24.790883,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,51,0.37788018433179715
2025-03-24 14:59:26.808676,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,52,0.4282511210762332
2025-03-24 14:59:28.738305,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,53,0.3831168831168831
2025-03-24 14:59:30.663730,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,54,0.3831168831168831
2025-03-24 14:59:32.519571,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,55,0.3831168831168831
2025-03-24 14:59:34.350397,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,56,0.5248868778280543
2025-03-24 14:59:36.285271,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,57,0.36098654708520184
2025-03-24 14:59:38.235407,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,58,0.4767441860465117
2025-03-24 14:59:40.353733,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,59,0.5070422535211268
2025-03-24 14:59:42.218100,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,60,0.4470046082949308
2025-03-24 14:59:44.095224,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,61,0.4470046082949308
2025-03-24 14:59:45.917680,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,62,0.3719211822660099
2025-03-24 14:59:47.728595,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,63,0.4178082191780822
2025-03-24 14:59:49.534442,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,64,0.5070422535211268
2025-03-24 14:59:51.507622,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,65,0.4470046082949308
2025-03-24 14:59:53.340643,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,66,0.4470046082949308
2025-03-24 14:59:55.178029,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,67,0.5547945205479452
2025-03-24 14:59:57.063470,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,68,0.6739130434782609
2025-03-24 14:59:58.866311,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,69,0.5197044334975369
2025-03-24 15:00:00.817851,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,70,0.4776119402985075
2025-03-24 15:00:02.701239,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,71,0.5100502512562815
2025-03-24 15:00:04.560654,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,72,0.4976076555023924
2025-03-24 15:00:06.421866,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,73,0.6268656716417911
2025-03-24 15:00:08.325673,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,74,0.4258373205741627
2025-03-24 15:00:10.212117,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,75,0.4258373205741627
2025-03-24 15:00:12.039243,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,76,0.4976076555023924
2025-03-24 15:00:13.769264,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,77,0.41463414634146334
2025-03-24 15:00:15.583484,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,78,0.569377990430622
2025-03-24 15:00:17.417129,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,79,0.5431472081218274
2025-03-24 15:00:19.208782,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,80,0.569377990430622
2025-03-24 15:00:21.033553,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,81,0.5852534562211982
2025-03-24 15:00:22.805443,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,82,0.5852534562211982
2025-03-24 15:00:24.506714,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,83,0.6411483253588517
2025-03-24 15:00:26.341542,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,84,0.6674876847290641
2025-03-24 15:00:28.194653,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,85,0.6674876847290641
2025-03-24 15:00:29.985395,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,86,0.5935960591133005
2025-03-24 15:00:31.763082,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,87,0.6014492753623188
2025-03-24 15:00:33.924779,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,88,0.6341463414634146
2025-03-24 15:00:36.111758,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,89,0.7073170731707317
2025-03-24 15:00:38.196212,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,90,0.5289855072463768
2025-03-24 15:00:40.330861,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,91,0.7014925373134329
2025-03-24 15:00:42.549786,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,92,0.6090047393364929
2025-03-24 15:00:44.790711,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,93,0.6538461538461539
2025-03-24 15:00:46.488284,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,94,0.585427135678392
2025-03-24 15:00:48.301634,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,95,0.6192893401015228
2025-03-24 15:00:50.012690,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,96,0.6192893401015228
2025-03-24 15:00:51.647262,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,97,0.7129186602870814
2025-03-24 15:00:53.393379,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,98,0.6739130434782609
2025-03-24 15:00:55.436877,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,99,0.7413793103448276
2025-03-24 15:00:57.593816,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,0,100,0.7413793103448276
2025-03-24 15:00:57.598181,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,1,0,0.6014492753623188
2025-03-24 15:00:59.670428,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,1,1,0.6014492753623188
2025-03-24 15:01:01.563496,horse-colic-surgical,DecisionTree,tree_depth_pruned_sampling,0,1,2,0.1923076923076923
