binzarization__V12_b'v1',binzarization__V12_b'v2',binzarization__V31_b'v1',binzarization__V31_b'v2',binzarization__V40_b'v1',binzarization__V40_b'v2',binzarization__V40_b'v3',standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,standardization__V21,standardization__V22,standardization__V23,standardization__V24,standardization__V25,standardization__V26,standardization__V27,standardization__V28,standardization__V29,standardization__V30,standardization__V32,standardization__V33,standardization__V34,standardization__V35,standardization__V36,standardization__V37,standardization__V38,standardization__V39,Class
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8574901990942545,1.1476996248358784,1.3400050616569519,0.7362682943987486,-0.6439787696368069,-0.4307936840366249,0.35883094688098727,0.010763935956029322,0.6063290590414576,0.5818203689844921,-0.2737215627905891,0.3029820927443988,-3.1248879755861267,-0.028068881564385882,-0.6055423710160831,0.6988085297602644,-0.7788536826270401,-0.5243456254379342,-0.09027833996288907,-0.8262584252985669,-0.6536269555275537,1.0303454993342402,-0.6854444179737652,-0.6152154503236908,0.7337021702604227,1.0033866717808646,0.7419447456441514,-0.5165400373304986,-1.1320387895110393,-0.11302092819409122,-0.8163216914330105,0.7977459633032944,-1.0020667686092803,1.4284218911614965,0.36009607517631304,-0.19117976528610303,-1.0247464977499805,2
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8980478530658408,-1.678439037135407,0.745657963527829,-0.07545659262270193,-1.0534752489123507,-0.1132853465627826,0.5201032825578359,0.010763935956029322,-0.3674141960867809,0.04421781044026293,0.3427684434945278,0.1341898405191067,0.9642675070714671,1.2797603655125376,-1.295742045905295,-1.4271486832120046,0.8329194916371676,0.06435576571463296,-0.09599668295341253,-0.4673082541126561,-0.5538746540353668,1.4443553686856294,0.2950317408758081,-0.3294010715438121,-1.006730013648051,-1.263889170988288,0.9717824209647018,0.2773149040374858,-0.987692115681133,0.5514823242944422,-1.0801832482598424,0.6159765707533605,-0.24262422972055497,0.16915363074956477,-0.981681130434131,-0.35999192006411723,0.2419783822014334,5
1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7242583057975944,1.1763429220855872,-1.028378071796977,-1.725963862899652,-1.0434509049697283,-1.1309402743635595,0.262067545474879,-0.6937845993476937,-1.8280290787791325,0.7968613924021833,0.4660664447515529,-0.16963621348641786,-0.12919337357589608,-1.400482288990787,-0.4329924522937801,1.7697794565959184,0.7309085312406992,-0.3637907005781433,1.1162920310375586,1.3573551160823862,1.6406759787927414,-0.7895728846895731,-0.12517232720258137,-0.5389982826490562,-0.40563266796408615,-1.5074807904593537,1.0292418397948386,1.8955576691337666,-0.9155187787661798,-1.5084777584200109,-0.42052935619276344,0.45637417729488217,-0.33093150168436014,1.3799884965302684,-1.0948119086620058,0.14644454426992692,-0.7080652777621269,3
0.0,1.0,1.0,0.0,1.0,0.0,0.0,-2.1978530667652145,-0.4238029440622171,-1.0103675536718524,-1.5636188854953617,0.35938906555935424,-1.0658103589843098,-0.6733120014508448,-0.7720677699369961,1.0932006866055708,1.441984462655259,1.88399345920732,-0.4171981834168463,0.5437056298994045,-1.5044224220532278,1.4219191739709773,1.386148079818968,0.9247293559939894,-0.5778639337245313,-1.4283705997453762,0.13094203119719375,-0.9528838600041138,0.44383151775310625,1.0600186340441564,-0.4437268230557633,1.6569562633044215,1.1439202983987875,-1.498972588731213,1.6512946102513093,0.4557746226179285,0.15278037280132278,-0.8163216914330105,-1.1618167563813568,0.4814954003826466,1.0893881287428993,-0.4836286512643929,1.6151102908386576,-1.1604670206019176,3
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.10237427823327777,1.1700772008122136,1.2499524710313272,-0.08898534073972612,1.1604031400352122,1.6126574109873357,0.22981307833951112,-0.45893508757978596,0.2585636107813689,-0.009542445414159792,0.7126624472655988,-2.1163735224847855,0.3690106963048552,0.316043597797675,-0.5192674116549316,1.6046048360391756,-1.7785610945124344,0.4925022320074089,0.7789097945966752,-0.5570457969091338,-0.3543700510509932,-1.4450885111626055,-0.6962188812578274,-0.977246996778206,-0.6295708947875241,0.9003286789277212,-1.3840537510709379,-0.5165400373304986,-0.48247875727646145,-0.6003233133523481,-0.9482524698464264,-1.2105841543825586,1.4352139375917436,-0.7026474726125418,0.8792509076726385,-0.9677156772649712,2.028965266418604,2
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5600674033026252,-1.8347837012900685,1.4570734294702639,0.9256707680370873,1.1418154901335076,0.14723431495421657,-0.2862583958264072,0.010763935956029322,0.5367759693894362,-1.084747562502618,-0.7052645671901683,-2.1838904233749026,1.0419096997801558,1.492686269164722,0.42975714131773496,-0.29223919358019174,-0.5136251855962205,-1.1665653248770984,1.1677571179522697,1.7761303157992807,1.2416667728239945,-0.08230602454761733,1.5879673349631585,-0.7676497856729603,0.18367845525548734,-0.5612210378986745,0.1098911385126384,-0.36387562552896086,-0.5546520941914146,0.7729834084572867,-0.42052935619276344,1.5868911309591038,-1.3023114932862172,-0.8963810511374546,0.65026497737385,-1.5079145725546175,0.28721855648541245,3
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7222980191889682,0.8967724062212403,-1.928903978053224,0.11394588101563644,0.23621544666923777,0.2856353851351224,0.5523577496932084,-0.8503509405262987,-1.4107105408670286,-1.4073090976291558,0.4660664447515529,-0.2821643816366126,0.8995656798142267,1.062797951838511,-0.21730505389090132,1.9242976500199682,-2.1458005519397223,1.134721931446573,-0.10171502594393597,-0.8262584252985669,1.540923677300555,-0.9189509688618821,0.9845973910557289,-0.3294010715438121,-0.8299366766821792,0.9659110380160852,-0.9818378192599754,-0.45547427260988027,-1.3485588002558984,-0.09087081977780646,2.218086212075553,-0.7406437736437056,-1.0727125861803242,0.07228684148710839,-0.18999656197824746,0.7541683014707808,-0.1199430120703991,3
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0332400329711264,-1.6787374048150914,-1.775814573989662,-0.6166065173036692,-1.064595371342628,0.578720004341746,0.8103934867761652,-0.5372182581690885,-0.7847327339988787,0.850621648256607,0.3427684434945278,0.6518194140100025,0.5631161780765764,-0.3994278035738827,1.2062317755680985,0.9332499266795118,0.7207074352010525,0.8136120817269913,-1.0852700203139691,-0.8561709395640588,-1.3518930659728607,0.37482987286120806,-0.5346019319969086,-0.1579124442758828,0.6315549089023632,-0.9828219177524424,-0.0624871179777744,-0.48600715497019215,1.4662013394272713,0.4850319990455895,0.23912453587431545,0.5760759723887411,1.2409379392713706,-1.2354148135560514,-1.0799432920949137,-0.3093482736307124,-0.6402050163361583,6
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5195097493310389,-1.7569097368924222,0.36743708290020505,0.6956820500476764,-0.8619981042917346,1.6207986504097418,-0.38302179723251545,-0.6937845993476937,0.39766979008540565,0.5280601131300693,1.3908014541792282,-0.13587776304135943,0.588996908979473,0.23834077987720964,-0.6055423710160831,0.49100820067274925,-1.1664953321336216,0.1713923822878271,1.1620387749617462,-1.2151211107499684,1.4411713758083682,-0.6515695949057769,-0.9332570735071752,-0.5771068664863744,1.4094455915522006,0.4225143484267847,1.0867012586249762,-0.27227697844804144,0.31142794878802227,1.0609348178689855,1.5584323200084733,1.1169507502202511,-0.6664991351468209,-0.2183135263002602,0.4333771139712671,-0.19117976528610303,0.2419783822014334,3
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8845286350753118,1.1408371682031355,0.2683792332120184,-0.4001465474312822,1.2590232039241687,0.13909307553181036,2.2940989750031706,0.4804629594918446,-1.2020512719109826,0.2592588338579548,-0.9518605697042186,0.7643475821601973,0.0002102809385847367,1.4008556661678082,-0.5624048913355073,1.3914762933853144,0.05763619262400466,0.27842899886102124,0.6187961908620185,-1.065558539422506,1.540923677300555,-0.6688200061287513,0.03644462205833742,-0.46278111497442154,0.9379966929765418,-0.017824348309373468,-0.8669189815997002,1.8039590220528416,-1.0598654525960862,-1.7964291678317097,-0.8163216914330105,-1.17511695583623,-0.048348231400184544,0.7503543663243025,0.8128500672270531,-0.9677156772649712,-1.6354888505836953,2
