standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,Class
-1.6676932917462706,-1.653513828626599,-1.857537774548254,-1.6769058413937217,-1.7127779429427166,3
-1.2898971779860484,-1.2818755179623569,-1.4516561777022396,-0.7438712677008779,1.6650396115821038,0
-1.384346206426104,-1.3747850956284173,-1.6545969761252468,-0.7049948271303427,-0.4742448396169491,1
-1.1954481495459928,-1.1889659402962962,-1.2487153792792327,0.8500627956910638,-0.5868387581011099,2
-1.2898971779860484,-1.2818755179623569,-1.5328324970714426,2.132985334518724,-0.8120265950694312,1
-1.2426726637660206,-0.956691996131145,-0.23401138716419703,-1.2881414356883703,0.7642882637088184,2
-1.1954481495459928,-1.1889659402962962,-0.1122469081103929,-0.5494890648482021,0.3889752020949496,2
-0.9593255784458541,-1.5606042509605385,-0.47754034527180556,-0.12184821857231519,-1.6752466367813297,3
-0.7232030073457152,-1.003146784964175,-0.43695218558720433,1.1221978796848098,-0.7744952889080442,1
-1.6676932917462706,-1.653513828626599,0.17187020968181707,-0.8993770299830185,1.477383080775169,0
-0.8176520357857708,-0.8173276296320542,0.3748110081048244,-0.510612624277667,1.327257856129622,0
-1.384346206426104,-1.3747850956284173,0.21245836936641854,-0.08297177800178021,-0.5868387581011099,1
-1.1954481495459928,-1.1889659402962962,0.25304652905102,1.355456523108021,-0.43671353345556213,2
-1.1954481495459928,-1.1889659402962962,0.9836334033738453,-1.0937592328356942,1.6650396115821038,0
-0.7232030073457152,-0.7244180519659936,0.9836334033738453,-0.510612624277667,0.5391004267404969,2
-1.1009991211059373,-1.0960563626302358,1.1865742017968526,-0.31623042142499114,1.289726549968235,0
-1.431570720646132,-1.328330306795387,0.9836334033738453,-1.6380294008231866,-1.5251214121357821,3
-1.1954481495459928,-0.49214410780084233,-1.4516561777022396,-1.3658943168294404,-0.4742448396169491,1
-0.9593255784458541,-0.16696058596963043,-1.6545969761252468,-0.6272419459892723,-0.6243700642624967,1
-0.7232030073457152,-0.3063249524687213,-0.8428337824332185,0.22803974656250114,0.3889752020949496,2
-1.1009991211059373,-0.3527797413017514,-1.0457745808562255,1.355456523108021,-0.9621518197149787,1
-0.8176520357857708,-0.25987016363569104,-0.3557758662180014,-1.2103885545472999,0.7642882637088184,2
-1.1954481495459928,-0.3992345301347817,-0.5993048243256099,-0.5494890648482021,0.7267569575474315,2
-0.8176520357857708,-0.21341537480266073,-0.5587166646410084,-0.04409533743124501,-0.6619013704238835,1
