standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,Class
0.177833513209619,-0.07948849567872555,0.21348251342392097,2.8206265848855168,-0.03485993857355756,0.5937860905284569,0.7557949988288305,2.3322128351476055,-1.248185793956419,-0.34992102086662275,-1.3931946346411752,2
-0.6584633047531943,0.21877698643813517,0.048434078089196524,-0.9451355094538173,0.1495335275528439,-1.291460879143361,-0.14881508583281333,-0.008860955030600897,0.7420445757753659,0.0005754096951562449,-0.8239637837160672,2
1.4920142271511818,0.019933331693561533,0.5435793840933708,0.09981418164557926,0.19563189408444429,-0.3184301851191969,-0.9820085848632747,0.3590220691402622,0.47668052647779413,-0.43754512850706767,-0.33605162578026004,2
0.41677546119899433,-0.47717580516787367,-0.11661435724552838,0.4152706921661517,0.5644188263372469,0.7154149272814774,1.13668345552847,0.5262416255815838,0.012293440207045153,-0.7880415590688467,-0.49868901175886193,2
0.41677546119899433,-0.47717580516787367,-0.11661435724552838,0.4152706921661517,0.5644188263372469,0.7154149272814774,1.13668345552847,0.5262416255815838,0.012293440207045153,-0.7880415590688467,-0.49868901175886193,2
1.4920142271511818,0.019933331693561533,0.5435793840933708,0.09981418164557926,0.19563189408444429,-0.3184301851191969,-0.9820085848632747,0.3590220691402622,0.47668052647779413,-0.43754512850706767,-0.33605162578026004,2
-0.7779342787478815,0.41762064118270936,-1.4370018399233264,0.11953021355311497,-0.03485993857355756,-0.3184301851191969,-0.05359297165790347,0.2921342465637484,-0.054047572117346294,-0.1746728055857335,-0.7426450907267662,2
0.177833513209619,-0.07948849567872555,0.21348251342392097,2.8206265848855168,-0.03485993857355756,0.5937860905284569,0.7557949988288305,2.3322128351476055,-1.248185793956419,-0.34992102086662275,-1.3931946346411752,2
-0.6584633047531943,0.21877698643813517,0.048434078089196524,-0.9451355094538173,0.1495335275528439,-1.291460879143361,-0.14881508583281333,-0.008860955030600897,0.7420445757753659,0.0005754096951562449,-0.8239637837160672,2
1.4920142271511818,-0.5765976325401607,0.7911520370954577,-0.964851541361353,-0.08095830510515793,-0.4400590218722174,-0.22023167146399575,-0.07574877760711471,0.2113164771802254,-0.34992102086662275,0.39581661112345135,2
1.4920142271511818,-0.07948849567872555,0.6261036017607328,-0.9747095573151209,-0.5880403369527614,-1.4739041342728918,-1.7913965553500086,-1.0790661162549333,-1.3145268062808104,0.6139441631782704,1.2090035410164637,1
2.08936909712462,-0.47717580516787367,0.5435793840933708,-0.4325186798578869,-0.4958436038895606,-1.1090176240138303,-0.6963422423385451,0.22524642398723457,-0.31941162141491797,0.3510718402569358,-0.6613263977374653,1
1.2530722791618076,-0.9742849420293088,0.29600673109128345,-1.0239996370839604,-0.26535177123155906,-1.1698320423903406,-1.505730212825279,-0.6777391807958133,-0.054047572117346294,1.2273129166613836,0.23317922514484948,1
-0.30005038276913176,-1.1731285967738827,0.5435793840933708,-0.964851541361353,-0.08095830510515793,0.7762293456579876,0.1130457281481888,-0.9452904711019057,2.334228871560796,0.26344773261649085,1.534278312973669,3
1.7309561751405584,1.4118389149055792,2.359112172775343,2.534744122226248,-0.26535177123155906,0.3505284170224159,0.8034060559162854,2.06466154484155,-1.3808678186052048,1.5778093472231631,-0.6613263977374653,1
-0.30005038276913176,-1.0737067694015956,0.3785309487586459,-0.964851541361353,-0.6341387034843617,-0.4400590218722174,-0.6249256567073627,-0.8784026485253918,0.4103395141534027,0.5263200555378255,0.7210913830806566,3
-0.6584633047531943,2.008369879139301,-2.427292451931675,-1.0437156689914961,0.011238427958042809,-0.3184301851191969,-0.9343975277758199,-0.41018789048972093,0.34399850182901126,-1.1385379896306262,-0.7426450907267662,2
-0.7779342787478815,3.7979627718404676,1.2037731254322694,-1.0239996370839604,-0.7724338030791627,-0.37924460349570716,-1.505730212825279,-1.614168696867118,0.9410676127485461,-0.8756656667092916,1.8595530849308741,4
0.6557174091883697,0.6164642959272836,0.7086278194280953,-1.0437156689914961,-0.5880403369527614,-1.1090176240138303,0.7796005273725579,-0.778070914660584,-0.45209364606370384,0.3510718402569358,0.6397726900913556,2
-0.4195213567638189,0.31819881381042225,-1.6020502752580512,0.21811037309079387,-0.08095830510515793,-0.07517251161315588,-0.1250095572890859,0.49279771429332697,0.2113164771802254,0.08819951733560112,-0.8239637837160672,1
-0.7779342787478815,3.7979627718404676,1.2037731254322694,-1.0239996370839604,-0.7724338030791627,-0.37924460349570716,-1.505730212825279,-1.614168696867118,0.9410676127485461,-0.8756656667092916,1.8595530849308741,4
-0.538992330758506,0.31819881381042225,0.3785309487586459,-0.6888270946558521,-0.3575485042947598,-0.9873887872608097,-0.8629809421446374,-0.9452904711019057,-0.12038858444174069,-1.226162097271071,0.39581661112345135,3
-0.06110843477975638,-0.17891032305101265,0.7086278194280953,-0.9254194775462814,0.1495335275528439,0.3505284170224159,-0.38687037127008805,-0.3433000679132071,1.869841785290047,-0.08704869794528863,-0.01077685382305482,4
0.894659357177744,3.8973845992127547,-1.6020502752580512,-0.964851541361353,1.3019926908428519,-0.6225022770017482,0.7081839417413756,-0.10919268889537162,-0.9164807323344558,0.175823624976046,-0.986601169694669,1
-0.30005038276913176,-0.07948849567872555,0.6261036017607328,-1.0042836051764246,0.2878286271476447,-1.1698320423903406,0.08924019960446135,0.3590220691402622,1.538136723668081,-0.1746728055857335,-0.417370318769561,2
0.177833513209619,-0.27833215042329973,-0.11661435724552838,0.5138508517038306,0.011238427958042809,1.2627446926700696,2.5412096396083905,0.49279771429332697,0.4103395141534027,0.08819951733560112,-0.09209554681235577,2
0.05836253921493183,-0.37775397779558684,0.1309582957565585,-1.063431700899032,0.2878286271476447,-0.014358093236645633,0.18446231377937122,-0.3433000679132071,1.7371597606412612,-0.43754512850706767,-0.417370318769561,2
0.177833513209619,0.019933331693561533,0.4610551664260083,0.4547027559812231,0.24173026061604433,-0.19680134836617638,0.06543467106073388,0.6934611820228684,1.2727726743705092,0.3510718402569358,-0.01077685382305482,2
