standardization__V1,standardization__V2,Class
0.6330458219651401,-0.6897106787312187,3
0.6330458219651401,-0.6780339887901906,3
0.6330458219651401,-0.6780339887901906,3
0.6330458219651401,-0.6780339887901906,3
0.6330458219651401,-0.6780339887901906,3
0.631450014799855,-0.6867915062459616,3
0.628258400469285,-0.6721956438196767,3
0.6218751718081453,-0.6663572988491626,3
-0.8574380704110036,-0.6546806089081346,1
-0.8718003348985682,-0.6400847464818495,1
-0.8861625993861327,-0.6254888840555645,1
-0.8957374423778425,-0.6196505390850506,1
-0.9053122853695522,-0.5962971592029945,1
-0.8510548417498638,-0.5875396417472235,1
-0.8462674202540089,-0.5787821242914525,1
-0.8510548417498638,-0.5817012967767095,1
-0.844671613088724,-0.5817012967767095,1
-0.843075805923439,-0.5817012967767095,1
-0.8382883844275842,-0.5817012967767095,1
-0.7632854476591915,-0.5846204692619665,1
-0.7600938333286217,-0.5875396417472235,1
-0.7648812548244764,-0.5904588142324805,1
-0.6100879597918363,-0.5933779867177376,3
-0.03240576595868424,-0.5962971592029945,3
0.5564470780314624,-0.5992163316882515,3
0.5548512708661774,-0.6021355041735086,3
0.5532554637008925,-0.6050546766587656,3
0.5516596565356074,-0.6021355041735086,3
0.5500638493703226,-0.6021355041735086,3
0.5500638493703226,-0.6021355041735086,3
0.5500638493703226,-0.6021355041735086,3
0.5500638493703226,-0.6021355041735086,3
0.5468722350397527,-0.6021355041735086,3
0.540489006378613,-0.6050546766587656,3
0.5325099705521883,-0.6079738491440225,3
0.5229351275604787,-0.6079738491440225,3
0.5117644774034837,-0.6079738491440225,3
0.5085728630729139,-0.6108930216292796,3
0.4989980200812042,-0.6138121941145366,3
-1.13989593866644,-0.6138121941145366,1
0.46389026244493525,-0.6138121941145366,3
0.44952799795737086,-0.6138121941145366,3
0.43356992630452135,-0.6167313665997936,3
0.41920766181695657,-0.6167313665997936,3
-0.17762421799961467,-0.6167313665997936,3
-0.1967739039830341,-0.6167313665997936,3
-0.20954036130531373,-0.6138121941145366,3
-0.22230681862759333,-0.6138121941145366,3
-0.23507327594987296,-0.6138121941145366,3
-0.2462439261068678,-0.6138121941145366,3
-0.2590103834291474,-0.6108930216292796,3
0.2979263172553006,-0.6108930216292796,3
-0.25741457626386227,-0.6079738491440225,3
0.2660101739496016,-0.6079738491440225,3
0.2516479094620368,-0.6050546766587656,3
0.2356898378091873,-0.6021355041735086,3
0.2197317661563378,-0.5700246068356815,3
0.20377369450348826,-0.5729437793209384,3
0.1894114300159239,-0.5700246068356815,3
0.17345335836307435,-0.5729437793209384,3
0.15909109387550963,-0.5700246068356815,3
0.1431330222226601,-0.5671054343504245,3
0.12717495056981093,-0.5612670893799104,3
0.11281268608224619,-0.5554287444093964,3
0.10164203592525171,-0.5466712269536254,3
0.08568396427240219,-0.5408328819831113,0
0.06334266395841287,-0.5349945370125974,0
0.04738459230556335,-0.5320753645273403,0
0.03142652065271383,-0.5262370195568263,0
0.012276834669294408,-0.5174795021010553,0
-0.008468658479410142,-0.5087219846452843,0
-0.030809958793399466,-0.4970452947042562,0
-0.05474706627267357,-0.4853686047632282,0
-0.08187578808251757,-0.4707727423369431,0
-0.1074087027270768,-0.4561768799106581,0
-0.13453742453692116,-0.441581017484373,0
-0.16326195351205028,-0.426985155058088,0
-0.19198648248717942,-0.4094701201465459,0
-0.22071101146230857,-0.38903591274974686,0
-0.25103134760272244,-0.37152087783820475,0
-0.28135168374313635,-0.3540058429266627,0
-0.3132678270488354,-0.33357163552986396,0
-0.3435881631892497,-0.3160566006183219,0
-0.3739084993296636,-0.29562239322152284,0
-0.4042288354700778,-0.2781073583099808,0
-0.432953364445207,-0.2576731509131817,0
-0.4616778934203361,-0.24015811600163967,0
-0.49040242239546505,-0.2197239086048406,0
-0.5175311442053092,-0.20220887369329854,0
-0.5462556731804383,-0.18177466629649947,0
-0.5733843949902824,-0.1642596313849574,0
-0.6005131168001265,-0.14382542398815834,0
-0.6260460314446857,-0.12631038907661626,1
-0.65317475325453,-0.1058761816798172,1
-0.6803034750643742,-0.08544197428301814,1
-0.7074321968742183,-0.06792693937147608,1
-0.7345609186840625,-0.06208859440096206,1
-0.7584980261633367,-0.05625024943044804,1
-0.7808393264773259,-0.04165438700416299,1
-0.7952015909648905,-0.03289686954839196,1
-0.7952015909648905,-0.04749273197467701,1
-0.7904141694690356,-0.044573559489419996,1
-0.7888183623037507,-0.04749273197467701,1
-0.7888183623037507,-0.04749273197467701,1
-0.7888183623037507,-0.04749273197467701,1
-0.7840309408078958,-0.050411904459934015,1
-0.7840309408078958,-0.050411904459934015,1
-0.7856267479731808,-0.050411904459934015,1
-0.7840309408078958,-0.050411904459934015,1
-0.7856267479731808,-0.05333107694519103,1
-0.7872225551384657,-0.044573559489419996,1
-0.7952015909648905,-0.02997769706313495,1
-0.7967973981301755,0.007971545245206178,1
-0.7983932052954604,-0.02122017960736392,1
-0.7999890124607454,-0.06208859440096206,1
-0.8015848196260303,-0.06208859440096206,1
-0.8031806267913153,-0.06500776688621906,1
-0.8047764339566003,-0.059169421915705046,1
-0.8063722411218851,-0.04749273197467701,1
-0.8015848196260303,0.10430423725868718,1
-0.8031806267913153,0.4429282455485,1
-0.7983932052954604,0.2852929313446218,1
-0.7600938333286217,-0.03873521451890598,1
-0.7712644834856162,0.3728681059023321,1
-0.8047764339566003,0.36119141596130405,1
-0.8063722411218851,0.358272243476047,1
-0.8031806267913153,0.5042308677388972,1
-0.7967973981301755,0.346595553535019,1
-0.7920099766343206,0.3057271387414209,1
-0.7600938333286217,0.2882121038298788,1
-0.654770560419815,0.2765354138888508,1
0.4830399484283547,0.2706970689183367,0
0.4830399484283547,0.2590203789773087,0
0.4830399484283547,0.24442451655102365,0
0.4830399484283547,0.24442451655102365,0
0.4814441412630699,0.23858617158050963,0
0.47984833409778477,0.23858617158050963,0
0.4782525269325,0.23858617158050963,0
0.47506091260193006,0.23858617158050963,0
0.47186929827136015,0.22399030915422458,0
0.45591122661851063,0.2269094816394816,0
0.4399531549656611,0.20939444672793953,0
0.4223992761475265,0.2035561017574255,0
-0.5717885878249974,0.18604106684588345,0
0.37452506118897794,0.1685260319343414,0
0.34739633937913394,0.15101099702279933,0
0.3250550390651446,0.13349596211125728,0
0.2915430885941608,0.11598092719971521,0
0.26122275245374654,0.09846589228817317,0
0.2356898378091873,0.07511251240611708,0
0.2053695016687734,0.054678305009318015,0
0.17345335836307435,0.03716327009777595,0
0.14153721505737532,0.025486580156747915,0
0.10802526458639151,0.005052372759949169,0
0.07610912128069248,-0.02413935209262093,0
0.04259717080970832,-0.044573559489419996,0
-0.6372166816016804,-0.05333107694519103,1
-0.02283092296697453,-0.08544197428301814,0
-0.0563428734379587,-0.1058761816798172,0
-0.09145063107422728,-0.12631038907661626,0
-0.12496258154521145,-0.1584212864144434,0
-0.15528291768562535,-0.17009797635547141,0
-0.18560325382603962,-0.19928970120804151,0
-0.21432778280116874,-0.2168047361195836,0
-0.24305231177629788,-0.23723894351638264,0
-0.27018103358614187,-0.2547539784279247,0
-0.29571394823070113,-0.2722690133394668,0
-0.32124686287526033,-0.28978404825100884,0
-0.34518397035453446,-0.3072990831625509,0
-0.37071688499909367,-0.32481411807409294,0
-0.39465399247836813,-0.342329152985635,0
-0.4217827142882121,-0.3481674979561487,0
-0.4489114360980565,-0.3686017053529478,0
-0.48082757940375537,-0.38611674026448983,0
-0.8893542137167026,-0.41530846511705993,1
-0.9244619713529716,-0.4123892926318029,1
-0.9755278006420899,-0.441581017484373,1
-1.0090397511130738,-0.4678535698516861,1
-1.0218062084353534,-0.4853686047632282,1
-1.0313810514270632,-0.5028836396747702,1
-1.0393600872534878,-0.5174795021010553,1
-0.686686703725514,-0.5174795021010553,1
-0.688282510890799,-0.5408328819831113,1
-0.685090896560229,-0.5554287444093964,1
-0.6787076678990892,-0.5554287444093964,1
-0.6787076678990892,-0.5554287444093964,1
-0.6787076678990892,-0.5583479168946534,1
-0.6787076678990892,-0.5583479168946534,1
-0.6787076678990892,-0.5612670893799104,1
-0.6787076678990892,-0.5641862618651674,1
-0.6739202464032343,-0.5671054343504245,1
-0.6755160535685193,-0.5700246068356815,1
-0.6707286320726644,-0.5729437793209384,1
-0.6723244392379494,-0.5729437793209384,1
-0.878183563559708,-0.5758629518061955,1
-0.878183563559708,-0.5787821242914525,1
-0.685090896560229,-0.5817012967767095,1
-0.688282510890799,-0.5875396417472235,1
-0.6914741252213688,-0.5933779867177376,1
-0.6978573538825086,-0.5962971592029945,1
-0.7026447753783635,-0.6021355041735086,1
-0.6994531610477935,-0.6050546766587656,1
-0.6994531610477935,-0.6108930216292796,1
-0.7010489682130785,-0.6167313665997936,1
-0.6962615467172236,-0.6254888840555645,1
-0.6914741252213688,-0.6313272290260785,1
-0.6659412105768096,-0.6400847464818495,1
0.32026761756928995,-0.6459230914523635,3
-0.14092065319806096,-0.6517614364228775,3
-0.14251646036334573,-0.6575997813933916,3
-0.14411226752863088,-0.6605189538786486,3
-0.14730388185920076,-0.6634381263639056,3
-0.14730388185920076,-0.6605189538786486,3
-0.14730388185920076,-0.6605189538786486,3
-0.14889968902448555,-0.6575997813933916,3
-0.14730388185920076,-0.6575997813933916,3
-0.15847453201619527,-0.6546806089081346,3
-0.1664535678426202,-0.6517614364228775,3
0.4415489621309459,-0.6488422639376206,3
-0.13134581020635125,-0.6430039189671065,3
0.41920766181695657,-0.6400847464818495,3
-0.15847453201619527,-0.6342464015113355,3
0.39048313284182745,-0.6313272290260785,3
0.379312482684833,-0.6284080565408214,3
0.36495021819726825,-0.6225697115703075,3
0.3537795680402737,-0.6167313665997936,3
0.20058208017291837,-0.6138121941145366,3
0.36973763969312323,-0.6079738491440225,3
0.2947347029247307,-0.5992163316882515,3
0.3138843889081501,-0.5933779867177376,3
0.2915430885941608,-0.5875396417472235,3
0.28994728142887566,-0.5787821242914525,3
0.2692017882801715,-0.5700246068356815,3
0.27398920977602614,-0.5612670893799104,3
0.07930073561126239,-0.5554287444093964,3
0.07132169978483745,-0.5466712269536254,3
0.2085611159993433,-0.5379137094978543,0
0.2085611159993433,-0.5291561920420833,0
0.19739046584234846,-0.5174795021010553,0
0.18143239418949894,-0.5087219846452843,0
0.16387851537136466,-0.4970452947042562,0
0.14472882938794523,-0.4853686047632282,0
0.12398333623924103,-0.4707727423369431,0
0.10004622875996658,-0.45325770742540106,0
0.0298307134874287,-0.438661844999116,0
0.004297798842869472,-0.41822763760231696,0
-0.027618344462829562,-0.3977934302055179,0
-0.005277044148840239,-0.3802783952939758,0
-0.03400157312396937,-0.35692501541191973,0
-0.11219612422293183,-0.336490808015121,0
-0.14092065319806096,-0.3131374281330649,0
-0.17124098933847487,-0.2927032207362658,0
-0.199965518313604,-0.26934984085420977,0
-0.23507327594987296,-0.2459964609721537,0
-0.2590103834291474,-0.22556225357535462,0
-0.294118141065416,-0.20220887369329854,0
-0.3196510557099752,-0.18177466629649947,0
-0.35475881334624415,-0.1584212864144434,0
-0.3850791494866584,-0.13506790653238732,0
-0.4153994856270723,-0.11463369913558824,0
-0.44412401460220147,-0.09128031925353215,0
-0.4728485435773306,-0.07084611185673309,0
-0.5031688797177447,-0.050411904459934015,0
-0.5318934086928738,-0.02705852457787794,0
-0.5558305161721481,-0.006624317181078871,0
-0.18719906099132438,0.013809890215720199,0
-0.20794455414002894,0.040082442583032965,0
-0.22709424012344837,0.060516649979832034,0
-0.24145650461101276,0.07511251240611708,0
-0.2590103834291474,0.060516649979832034,0
-0.2622019977597173,0.06635499495034605,0
0.2915430885941608,0.08387002986188812,0
0.26122275245374654,0.09262754731765914,0
0.22930660914804749,0.1101425822292012,0
0.19419885151177857,0.13057678962600028,0
-0.3627378491726691,0.15101099702279933,0
-0.38348334232137327,0.17436437690485543,0
-0.3994414139742228,0.19479858430165448,0
-0.4153994856270723,0.21815196418371055,0
-0.4297617501146371,0.23858617158050963,0
-0.4457198217674866,0.2619395514625657,0
-1.034572665757633,0.2823737588593648,1
-1.0664888090633322,0.3057271387414209,1
-1.0920217237078913,0.32616134613821995,1
-1.1191504455177355,0.349514726020276,1
-1.1430875529970097,0.36119141596130405,1
-1.167024660476284,0.36702976093181805,1
-1.1861743464597034,0.33783803607924795,1
-1.195749189451413,0.3057271387414209,1
-1.1829827321291335,0.2998887937709068,1
