standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,Class
0.42869569065053154,1.3014656168862622,0.26742268271236197,0.9858471162444682,1.9626355130999371,-2.3842834296853157,2.367734419255537,-1.9339456147104566,0.9062992050884264,-0.272901451216699,-0.2819815008516474,0.9511845979574489,2.9554081680346127,0.6044632131151141,-0.92523036254647,-0.2445584874593877,0.2403482901741266,0.9715925803079881,0.07599998961190464,-2.1754557981245686,0
0.4946308996361098,0.21156241891179373,0.38668475328226287,-0.4486894597728556,-0.1329976146579004,0.7371877465010045,0.3652179477541403,-0.19116775062907984,0.9232398807549475,0.9856616941229863,0.031845750398949456,-0.3890724632492302,0.703840894712717,0.28606145089487867,-1.669035172754415,0.5265811945473133,1.6543419004460236,-1.0441612725512244,-0.5459561415416317,1.4652479018244697,1
0.36814294770459227,-0.3600697969169208,0.46187171081546124,-1.3169262836112172,1.216880098321283,0.60563908829239,0.4672192796906228,-0.05814673581930409,-0.4404845103999926,-0.24795938566899234,0.5052238310668665,-0.06049331275985082,0.2667525047961904,0.19585883749633418,1.198598015172287,0.8044279453895915,-0.3724493199674162,-0.06371845559021397,0.6293030396217173,0.06881360595360564,1
0.21474266557487948,0.7658522337935461,0.21492144512452516,0.675187418070464,0.6255114930827647,-0.13539631799834795,-0.9397410279235688,1.3875283540676495,0.5837748029758152,0.4477220101481235,-0.2153921051030964,0.5720548089312419,1.4940385133969065,0.2719252204368978,-0.6409906672170054,0.6632056015808686,0.4669627236838,-0.42624061642523114,-0.12995925381926643,-0.45619716454996734,1
-1.1133808297060548,0.5597444686931111,1.2221674106985794,-0.008532306420486835,-0.7082562919444049,-0.6523362713608432,1.6148987822533687,-0.3971139918320321,0.5107995847200325,-0.38075903196353866,0.003495809634714866,2.655273228633137,-0.20604355993953807,-1.9366925001647772,-0.13759419745127116,2.555585008617756,0.7619637613887001,-0.7319349790752997,-0.5432372076349496,1.4477250776484838,0
-0.31610304758452135,-3.2829313719010833,-0.45657586525817767,4.193089788537643,-1.3882295009190009,-0.5009561571408797,-0.1730858556267806,3.612422992637249,-0.1622664907998209,1.0712736488407903,0.18678147318023153,0.7290278443877065,-1.4022506663828007,-0.08215369484395592,-2.100043495812412,-1.4183460613486338,-0.8223259024673892,-0.7959479011686902,1.1132732750111358,-0.9407706484935732,0
-0.5704245679574662,-0.29870437818151624,-2.0867068841891596,0.3142048746198933,0.8040631945509211,-0.502278254208303,0.13884079816607578,0.6353181484935878,1.1076326197405413,2.820588786578596,-2.302738906488369,0.8879962997864144,0.018121287536562565,-0.7916578330683283,0.12672215474762355,-0.06064101645267876,0.06334766755118641,0.9075796582145976,-0.48545986211795444,-0.7668903162857146,0
0.6271741258622213,0.08016038096750344,-0.07027046276002044,-0.0722745771041378,-0.029625576965809756,0.7510697657089488,-0.01778060183962004,-0.13444813010105364,0.724512723897682,-0.15493222227484313,-0.6703097592268608,-0.15627346998752417,0.13450185731766495,-0.4153648413535046,1.1521102145342905,-0.06392525700636999,-0.30942637100318754,0.9487308224174915,-0.18909606628960265,-0.5202228682699153,1
1.0947758630558633,1.874431863557051,-0.12730884433692954,0.11693932113575244,-0.0014332030497850369,-0.4652595363204517,0.36916638640974603,-0.610487802389845,1.3037535188029574,0.31627058361291266,0.5929108571515922,0.9704736573991332,0.28063882278143554,0.5169532150418993,0.8944349767122525,-0.08560124466073211,0.280575704406613,-0.08200786190261124,-0.10616858213579781,0.4293794111133123,1
-0.5838807330565638,-1.288555263000434,2.7816486160854357,-0.3440179415975972,-0.41760634181014994,1.1457157403347924,1.1924158461035506,0.30377846183572027,0.6554468923341733,-0.3376159996648028,1.1928747198365566,0.733018684272193,-1.4564734318489962,-0.00272154274673018,-1.028167635387748,0.8182217557150947,-1.0871563794979247,-2.005661490117252,-0.23667740965653988,-0.049802434622297866,0
-0.8045618406817647,0.3776492587500084,0.41844476120576907,-0.13333296270637188,0.9000515152650054,1.0168112762610244,1.6056857587236217,-0.07907897672845661,0.2390972096069842,-0.30997749459842516,-0.5714146170260423,0.26742069774878086,1.4973447795838697,-1.2076669008317649,1.1574231060357758,-0.26754817133522635,-0.9711673351275889,-0.6548581953301968,-1.3725120491729983,0.98539210131286,1
