standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,Class
-0.48276540605238827,-0.4096318773843345,0.0498396249932305,-0.6976030338733832,-0.3548134035367722,1
-0.1573309579297429,-0.4523139537887612,-0.015677592120972014,-1.0951938776803014,-0.7248682537005194,1
0.5826710888219685,-0.5078684069587641,0.008900299893927181,-0.3062225543940367,-0.18509375482736173,1
0.08110282021560011,-0.8385326654772025,-0.3860840911383453,-1.5797246548281365,-0.8861320992929405,1
0.6376623189351245,-0.5440013771760488,-0.0583048579591148,0.045681769409055474,-0.6412349011858512,1
-0.6325752861021886,-0.0831930337726991,0.36362829383353956,0.5307744285722651,0.4280102413862184,1
0.6380143120601197,-0.7416035827520993,-0.34133455647834887,-1.3835303500107177,-1.0653423372046744,1
-0.4227712487285781,-0.08556426023961179,0.4824086050763022,0.44564217512748444,-0.15602110458952553,1
0.3176127559198574,0.021683372538026286,0.45618164378275594,0.24298721714931804,-1.1685226953833727,1
0.5682558773456547,-0.33514183718103663,0.009738181476532777,0.44102458695284946,0.3221810583160496,1
0.3204093688090165,-0.39094948991317646,-0.025452877251368727,-0.27308376613724633,-0.1471638428831633,1
0.6870641896921219,-0.47444540081327896,-0.07911925068249834,-0.5186425900246614,-0.7391821263823163,1
-0.3140460448923191,-0.013463546865257048,0.4175825580086427,-0.3327283245012554,0.003718298505256525,1
-0.9814293224290559,-0.28937681858974135,0.21742828038031217,-0.2870609533240989,0.4433906923918483,1
0.5233537784387604,-0.6290237255937853,-0.01277141014215794,-0.6788750023508549,-0.6519616583947918,1
0.3164481449530682,-0.2805317644719229,0.1474069094301794,0.077212235067241,-0.4705612988567326,1
0.07287834544968202,-0.4751015824093798,0.003292019166928101,-0.9815097400428521,-0.051547799890292664,1
-0.38993513806517444,-0.5006129756398342,0.0767509497954769,-1.1987027580455887,-0.8822485981127884,1
-1.5326974737157373,-0.15274901013546893,0.3821769159170895,-0.9238039971855017,-0.5201195250370978,1
1.55516273577552,-0.17865685662301525,0.11962878332411378,-0.2978583622342002,-0.10674826269668268,1
