standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,Class
0.3660845069992529,0.7975522406063813,0.22791466309079722,1.444037385918953,0.24464080858090193,1
-0.1956355597192717,-0.8650898283527483,-1.4088469387212348,-1.1770483654751827,-1.16924460154298e-06,1
0.3660845069992529,0.17406146474670775,1.0462954639968132,1.444037385918953,0.24464080858090193,1
-0.1956355597192717,-1.9042411214522041,-1.4088469387212348,-1.1770483654751827,0.24464080858090193,0
0.3660845069992529,1.2824895107194607,-1.4088469387212348,1.444037385918953,-1.16924460154298e-06,1
-0.1956355597192717,0.6589987348597872,-1.4088469387212348,-8.18236941784743e-09,0.24464080858090193,0
-0.1956355597192717,1.0053824992262725,-2.980575236546528e-07,-8.18236941784743e-09,0.24464080858090193,0
0.3660845069992529,-0.9343665812260453,-1.4088469387212348,-8.18236941784743e-09,0.24464080858090193,0
0.3660845069992529,0.10478471187341068,-1.4088469387212348,1.444037385918953,0.24464080858090193,1
0.3660845069992529,0.3126149704933019,-2.980575236546528e-07,1.444037385918953,-5.236549741583861,1
0.3660845069992529,1.421043016466055,-1.4088469387212348,0.7887659480704191,0.24464080858090193,1
-0.7573556264377963,-0.9343665812260453,-0.5904661378152187,-1.1770483654751827,0.24464080858090193,1
-0.1956355597192717,0.5897219819864902,-1.4088469387212348,-8.18236941784743e-09,0.24464080858090193,0
-0.1956355597192717,-1.3500270984658276,0.22791466309079722,-1.1770483654751827,-2.49595446650148,0
-0.1956355597192717,0.3126149704933019,-0.5904661378152187,-1.1770483654751827,-2.49595446650148,0
-0.1956355597192717,-0.10304554674648052,-1.4088469387212348,-1.1770483654751827,0.24464080858090193,0
-0.7573556264377963,-0.24159905249307465,0.22791466309079722,0.7887659480704191,0.24464080858090193,0
-0.1956355597192717,0.24333821762000482,-0.5904661378152187,-1.1770483654751827,0.24464080858090193,1
-0.1956355597192717,-0.10304554674648052,-1.4088469387212348,-1.1770483654751827,0.24464080858090193,1
-0.1956355597192717,-1.0729200869726394,-1.4088469387212348,-8.18236941784743e-09,-1.16924460154298e-06,0
