standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,standardization__V21,standardization__V22,standardization__V23,standardization__V24,standardization__V25,standardization__V26,standardization__V27,standardization__V28,standardization__V29,standardization__V30,standardization__V31,standardization__V32,standardization__V33,standardization__V34,standardization__V35,standardization__V36,standardization__V37,standardization__V38,standardization__V39,standardization__V40,standardization__V41,standardization__V42,standardization__V43,standardization__V44,standardization__V45,standardization__V46,standardization__V47,standardization__V48,standardization__V49,standardization__V50,standardization__V51,standardization__V52,standardization__V53,standardization__V54,standardization__V55,standardization__V56,standardization__V57,standardization__V58,standardization__V59,standardization__V60,standardization__V61,standardization__V62,standardization__V63,standardization__V64,standardization__V65,standardization__V66,standardization__V67,standardization__V68,standardization__V69,standardization__V70,standardization__V71,standardization__V72,standardization__V73,standardization__V74,standardization__V75,standardization__V76,standardization__V77,standardization__V78,standardization__V79,standardization__V80,standardization__V81,standardization__V82,standardization__V83,standardization__V84,standardization__V85,standardization__V86,standardization__V87,standardization__V88,standardization__V89,standardization__V90,standardization__V91,standardization__V92,standardization__V93,standardization__V94,standardization__V95,standardization__V96,standardization__V97,standardization__V98,standardization__V99,standardization__V100,Class
-0.36829044820257867,-0.3684374397503111,-0.3686210538975134,-0.3688498809983838,-0.36913422094774473,-0.3694862329486873,-0.3699199577979388,-0.37045108066815563,-0.37109621470405246,-0.37187133644540443,-0.37272456126444065,-0.37411723590972457,-0.3730164135812502,-0.3720712829408197,-0.37122116178566167,-0.3704727088067914,-0.3698179788924431,-0.3692723794036101,-0.36830858824937474,-0.36755563791156864,-0.36709718770157534,-0.36640101500360467,-0.3655431979575947,-0.36471080269263595,-0.3643726112212557,-0.3640048438314363,-0.363111018901397,-0.36362365224895427,-0.36387103036514157,-0.36465463701701023,-0.36515625992750017,-0.3658150615846803,-0.3664049806811635,-0.3667638633393963,-0.3669904446860596,-0.3670100644637977,-0.3671309361969116,-0.36712067957894584,-0.3670902372445815,-0.3672310224875152,-0.3673076678103463,-0.36759541365459103,-0.36769968426056304,-0.36782140803741625,-0.3677470314053296,-0.36765685335280446,-0.3679164632369348,-0.3680131877408851,-0.36798219190290427,-0.367884780302018,-0.36773577232839993,-0.3673309762387424,-0.3669663053230072,-0.3666066421416126,-0.366332631497405,-0.36597954520044274,-0.36597347826832416,-0.366032936970349,-0.36603823251679374,-0.36615363991843775,-0.3662694842148398,-0.3664784219091095,-0.3666327099961891,-0.3668736166993158,-0.3668021176868608,-0.36673587959810466,-0.366786933046862,-0.3665669942288827,-0.3661303411592218,-0.36579440585687867,-0.3658483283762965,-0.3655283751261391,-0.3650926342190561,-0.36567962172011603,-0.365939168261204,-0.3659639147352253,-0.3660394704872497,-0.3657774717280639,-0.3651456184984272,-0.36423593603656074,-0.36450988603784223,-0.36452086093513236,-0.36437077478464713,-0.36495689417623844,-0.3653768477444412,-0.3656524192016561,-0.36576836893807824,-0.3657880843465154,-0.36622947936720335,-0.3665823230258961,-0.36684330354398736,-0.3670384495528461,-0.3671859152904905,-0.3672984675626313,-0.3673851696677204,-0.36745252222671676,-0.36750523866795737,-0.3675467747076956,-0.3675796922511165,-0.3676059111842943,0
-0.41869822402581086,-0.4187523481595675,-0.418816761097717,-0.4188925813256621,-0.41898048995435466,-0.41908024655301346,-0.4191898813761524,-0.4193043715037934,-0.41941349737946765,-0.4194984091581528,-0.41945482993090333,-0.4196009506306173,-0.4196728695287097,-0.4196807972237304,-0.419641121311079,-0.41955885248628944,-0.4194601836049442,-0.419316606104286,-0.4185090044443102,-0.41784409033749925,-0.41750304699654556,-0.41684642831820645,-0.4159852485313922,-0.41511092224810886,-0.4146275085460183,-0.41406818649353816,-0.4129745712868422,-0.4134952062650998,-0.413711492374265,-0.4146773499388573,-0.4153030116703537,-0.4160289404084838,-0.4167129801042978,-0.41709616054709253,-0.4173905055544162,-0.4174523273845551,-0.4176007439555667,-0.417587586310798,-0.4175896720863577,-0.41784006052318173,-0.4180018088262442,-0.41831397715806323,-0.41842458652917486,-0.41853273929035584,-0.41848966701628043,-0.4184132399034359,-0.4187237768511093,-0.41885674709462184,-0.41886626901014645,-0.41880178027399173,-0.4186760058477331,-0.4181860020291391,-0.4177719141449882,-0.4173424477820439,-0.4169266555844731,-0.41647174102749857,-0.4165059018745322,-0.41657848238118955,-0.41657299485965904,-0.4166627446653719,-0.41683257004286123,-0.41706886252969183,-0.4172504192987699,-0.4175031180149937,-0.41749429390516296,-0.4175104890477404,-0.41760152385371735,-0.41740901063883534,-0.4169772206992645,-0.41660825184615063,-0.41689134394981275,-0.41679508306569596,-0.4165539545857818,-0.4174275932746612,-0.41798176749396737,-0.4183317318131333,-0.41815745433321405,-0.41768002979166274,-0.4167676680259134,-0.415513783278968,-0.41565917503462263,-0.4155332876478665,-0.41526599610248727,-0.4157931062561523,-0.41614945332540204,-0.41635466411327293,-0.41639065605423514,-0.4163180487298353,-0.41675584911522723,-0.41715721336966816,-0.4174542412686446,-0.4176764598471472,-0.41784446752295107,-0.4179727546278126,-0.4180716124539122,-0.4181484265933552,-0.4182085555345254,-0.4182559308741107,-0.4182934697178749,-0.4183233599562147,0
-0.25642832328025683,-0.2564267700081001,-0.2564249839458773,-0.2564224662356185,-0.2564182511465312,-0.2564105821326281,-0.2563963883776904,-0.2563704460970414,-0.2563240422680126,-0.256242858121647,-0.2560572426523809,-0.25640810470149866,-0.25653340363898114,-0.25648548759309625,-0.25620517686002603,-0.25584844090741293,-0.25543678457895813,-0.25517042577152277,-0.2547920371222705,-0.25457640524715636,-0.25443175153884245,-0.254100251387688,-0.2536055362554488,-0.2531454017469399,-0.25334764064391346,-0.25357475459848877,-0.25325631720272984,-0.25385749041538863,-0.25425697930098584,-0.2547060478140881,-0.25498753699987803,-0.25554045661644603,-0.2559567091440115,-0.25628851949743586,-0.2563873669744991,-0.25633125906255416,-0.25640538579725264,-0.25641273605324144,-0.2563203425435548,-0.256228787835007,-0.2561259217217246,-0.2563666670926711,-0.2564633211461115,-0.25662109017524565,-0.256484626377042,-0.2563713889172671,-0.2565272453638448,-0.25655351965785755,-0.25644415320179603,-0.2562868385870818,-0.2561014158250806,-0.2559005748400797,-0.25566472937824114,-0.25548255278523935,-0.25554846800920306,-0.25545358695988035,-0.25540187002314924,-0.25548367057842153,-0.25557402428325826,-0.25581955762542,-0.25590684350801174,-0.2561639135505969,-0.2563889324076282,-0.256761343678006,-0.25674357150588045,-0.2567282710990964,-0.25697069238787573,-0.25702760018855164,-0.2569867448116107,-0.25721245947449445,-0.25737248352279973,-0.2573002705540269,-0.2573305107693469,-0.25838166593898426,-0.2593214922241339,-0.2602451284736339,-0.2615968810083809,-0.26289006344452,-0.26431282110683096,-0.2659837524026364,-0.2688814733686245,-0.2720630519372668,-0.2756645732642663,-0.2806283004396613,-0.2862950202183625,-0.29284588751332724,-0.30045628543741565,-0.30941507908851407,-0.3204122012531678,-0.3101288248182097,-0.30147366745194293,-0.2941981851947277,-0.2880882468616759,-0.28296078889161375,-0.2786601563005878,-0.2750545131698159,-0.27203251293022723,-0.26950030940264275,-0.2673789289259059,-0.2656019906609872,0
-0.09399638970941976,-0.0939676296547863,-0.09393635637028126,-0.09390284395361059,-0.09386756548872147,-0.09383123242503284,-0.09379481692695193,-0.09375953501212696,-0.09372674772035122,-0.09369770858292095,-0.09365143864022993,-0.09456706089664096,-0.09521056742580265,-0.09570705272169373,-0.09596331867754727,-0.09633586155779142,-0.09690794072575769,-0.0981844142032126,-0.10035146701670912,-0.10330261699613791,-0.10686948589381204,-0.11137032706921073,-0.11703042862172698,-0.12441482131348933,-0.13477859727071756,-0.14791271601784442,-0.163911417230004,-0.14875820372224605,-0.1370285870568801,-0.12755839224797075,-0.12014566767595429,-0.11478659932682893,-0.11048420797273267,-0.10728766362671745,-0.10449893889907781,-0.10222870166782629,-0.10059805244907942,-0.09935644077700241,-0.09818556369052885,-0.09699022549045844,-0.09602771645811568,-0.09573102771009334,-0.09544943824842707,-0.09537133607086372,-0.09491745804383618,-0.09458982000107853,-0.09444905002131013,-0.09425332124669347,-0.09392954333333968,-0.09359812254644291,-0.09328151848750983,-0.0933049045435464,-0.09318504822034915,-0.09318804068638716,-0.09367158808692222,-0.09386717640776784,-0.09365047271729872,-0.09365185296271401,-0.09373495108405556,-0.09401634031810292,-0.09387857909888854,-0.09398884496089793,-0.09405898397579143,-0.09431645763678562,-0.09400931285128215,-0.0936284123176402,-0.09362731280936083,-0.09346539653971885,-0.09326134713868554,-0.09342796905551924,-0.09266425819396303,-0.09166521380179532,-0.09084242497158336,-0.09072415578553786,-0.09045329806164519,-0.09005770301840249,-0.09015440809884076,-0.0900003309627102,-0.09003836842913138,-0.09031259169267543,-0.09075611151120601,-0.09108878369093469,-0.09124073818955827,-0.09188436653374026,-0.09244018916571618,-0.09293065093954882,-0.0933470974340943,-0.09376088541638758,-0.0941400204226578,-0.09416670094737438,-0.09418196457345704,-0.09419030577305397,-0.09419455853292388,-0.09419648543064078,-0.09419716305056697,-0.09419723323521453,-0.0941970650942951,-0.09419685971220698,-0.0941967165052639,-0.09419667540912043,0
-0.42103963417373896,-0.42109359258056295,-0.42115770811502395,-0.4212330394558713,-0.42132018394279247,-0.42141878375186304,-0.42152670496090633,-0.42163869427965145,-0.4217442090321369,-0.42182394454353345,-0.4217726283288704,-0.4219032539271316,-0.4219581623419421,-0.42194586658190286,-0.4218823588462092,-0.4217686992212495,-0.4216287615069828,-0.4214280023561057,-0.42067353114729855,-0.42004796125417965,-0.4197392845869797,-0.4191052646782654,-0.418259899405575,-0.4173959115084321,-0.4169152679035881,-0.41635437681513343,-0.41525710530463283,-0.41578230438929753,-0.4160003848161778,-0.41697709220720863,-0.4176103631302242,-0.4183408430922042,-0.4190303368220202,-0.419415491363375,-0.4197136086677367,-0.41977786520386556,-0.4199279155131413,-0.41991488803411525,-0.4199186571758441,-0.42017421704304814,-0.420339949303498,-0.4206532505463714,-0.4207641083660366,-0.42087154009506694,-0.42082976112652043,-0.42075375507261936,-0.4210663537791039,-0.42120062001301256,-0.42121152618068536,-0.4211479371326269,-0.42102244841922865,-0.42052752791241355,-0.4201099128516089,-0.41967565649341426,-0.4192513599982106,-0.4187892705192334,-0.4188221296695433,-0.41889134389305205,-0.4188803654319558,-0.41896265146501843,-0.41912700065475206,-0.4193545361359045,-0.4195247266815978,-0.41976208772957735,-0.41973605776426687,-0.41973067856741414,-0.4197916970044842,-0.41956037917106254,-0.4190784978896882,-0.4186449729556904,-0.4188574947199817,-0.41866926997681436,-0.41830859859645986,-0.41903240889359744,-0.4193948553315601,-0.41950114961747775,-0.41957258908671824,-0.4192896395301055,-0.4185277923961096,-0.4173883775089923,-0.41762941954858795,-0.417577968458486,-0.4173692712614446,-0.41794422945549253,-0.4183378172208069,-0.41857168991365584,-0.4186293298932294,-0.41857257824929295,-0.41902605368529694,-0.41944218597441507,-0.4197508453333914,-0.4199822389601601,-0.4201574937013272,-0.42029151168793216,-0.42039490595045037,-0.4204753139644253,-0.4205382921152455,-0.42058792765194764,-0.4206272602941341,-0.4206585747157734,1
-0.39324695436497625,-0.39329236581699556,-0.3933464205669507,-0.3934099845913391,-0.3934834821533186,-0.39356643663282304,-0.3936567078140906,-0.3937492439938737,-0.3938340651715532,-0.3938930362447775,-0.3938273162124238,-0.3940057173972672,-0.3940862167073621,-0.3940856434950529,-0.39400854589614004,-0.39388362583963776,-0.3937363592708899,-0.3935741311361429,-0.39283458767216634,-0.39224105083338795,-0.3919319404582919,-0.39132770477142864,-0.39052571531183716,-0.38971846143164035,-0.38934516560919175,-0.388912352821441,-0.38794420923027884,-0.38848237060116836,-0.3887334177766772,-0.3896258320085806,-0.39020689956015137,-0.39091725727052407,-0.3915736501383892,-0.39196642184827013,-0.3922520280313159,-0.39232241759607345,-0.39249261289010867,-0.39252388632440144,-0.39256228093467216,-0.3928227768541867,-0.3930217770131973,-0.3934196427895659,-0.39364766713574384,-0.3939111476667734,-0.39403659057669704,-0.39418050776341945,-0.3947474074720236,-0.3952103091804377,-0.3956301425909265,-0.3960812739133774,-0.3966011840799846,-0.39549231597454093,-0.3945699512555217,-0.3937435675487478,-0.39304739365729086,-0.39236044509969276,-0.39214803900604717,-0.39202960260157343,-0.39187908681994676,-0.39185877409169156,-0.3919014277253102,-0.3920410301863377,-0.3921395873788736,-0.3923274723891332,-0.39223630191446823,-0.392165643356924,-0.39219423547746063,-0.3919468033107298,-0.39147067185512413,-0.3910736408620362,-0.3911917448850766,-0.3909252968678305,-0.3905177566265838,-0.39116388703265387,-0.3914675358412008,-0.3915271352184783,-0.39159741538720644,-0.3913227368932859,-0.3906266669551586,-0.3896055846219016,-0.3898624197265712,-0.3898424624881647,-0.38966348435178516,-0.39024353319096855,-0.3906503027501785,-0.39090548868165126,-0.390993219736959,-0.3909761279550975,-0.3914230304411828,-0.39180586597157485,-0.3920894290125868,-0.39230173489383835,-0.39246235019121406,-0.39258505571485286,-0.39267965030024954,-0.3927531738907772,-0.39281073939517763,-0.3928561017839205,-0.3928920493238819,-0.3929206744811924,0
-0.42183212150179134,-0.42188730166653254,-0.42195296903993756,-0.42203027235698837,-0.4221199229725622,-0.42222170791000385,-0.4223336765429591,-0.4224508069471651,-0.42256284706080255,-0.42265085517740847,-0.42260988042590847,-0.422751875963072,-0.422822550654731,-0.422831290786933,-0.42279592936722704,-0.4227185463219318,-0.42262540440665225,-0.42248355676805316,-0.42166688073894604,-0.42099231659130015,-0.4206462640277484,-0.41998186142436295,-0.4191117385740097,-0.4182271015926294,-0.4177276033558461,-0.4171495843158077,-0.41603665466906786,-0.4165502370086614,-0.4167685194673232,-0.417748723140856,-0.41838456866564444,-0.4191167004833355,-0.4198082087730776,-0.4201942397662543,-0.42049384734881734,-0.4205591428358218,-0.4207099531843302,-0.42069716674951413,-0.4207016839928617,-0.42095915045920157,-0.42112637743903275,-0.4214402042356763,-0.4215512828555692,-0.4216586054781895,-0.4216173960629408,-0.42154167175625934,-0.42185511614067184,-0.4219899887477081,-0.4220015575252229,-0.4219385041584008,-0.4218133922748563,-0.4213171568274642,-0.4208987745761428,-0.420463426342749,-0.4200369114773584,-0.4195732141777625,-0.4196066595111592,-0.419676025477743,-0.41966481096241304,-0.41974660993830926,-0.41991168291412845,-0.42013949748610935,-0.4203099265851009,-0.42054723704060654,-0.42052188368722493,-0.4205174092846188,-0.4205785767849769,-0.42034709090687505,-0.41986453887680586,-0.4194295658181172,-0.41964444250791944,-0.4194581736847646,-0.4190986170981019,-0.4198244588485649,-0.420188433089177,-0.42029593814370697,-0.42036731665612376,-0.42008405617275507,-0.41932027931023663,-0.4181774540237772,-0.4184180075761384,-0.41836562978851805,-0.41815606252945686,-0.41873085502874563,-0.4191240514299845,-0.4193573050294137,-0.4194140794203515,-0.41935619258094775,-0.4198098473572442,-0.42022691920027605,-0.42053628642860547,-0.4207682181701212,-0.4209438854540866,-0.4210782221108412,-0.4211818641774713,-0.42126246600674166,-0.42132559649819484,-0.4213753522763133,-0.42141478015411316,-0.4214461702210367,1
0.9623787733391379,0.9628256824899574,0.9633590632001316,0.9639934841513169,0.9647447123818953,0.9656289760653144,0.9666615240053469,0.967854039057947,0.9692101894583086,0.9707181873622354,0.9721974544593255,0.9705932122278932,0.9704276881002699,0.9713524404827043,0.9740218014134204,0.977177436189867,0.98087505895463,0.9832421054126327,0.981864606899783,0.980555985883621,0.9815762524296792,0.9824237221133443,0.9838944668849112,0.9859413813564619,0.9864668586972256,0.987711146653417,0.9914945320689269,1.0022234641847232,1.0154873000872724,1.0383174131560517,1.065105360334804,1.0967250884699995,1.1375151686623375,1.1869020219838977,1.2509465466305163,1.3310641069637936,1.4316209729542957,1.5577199110182207,1.4325103799711112,1.336053437109719,1.2594630830268565,1.197164131920482,1.147595818183866,1.1078112946811856,1.077734072303585,1.0536451740453876,1.0353604717229852,1.020869581301058,1.0098195328310522,1.001158969726938,0.9942916607751483,0.9863769787672836,0.9806421471811646,0.9753578171058088,0.9688727155615259,0.9641406974918642,0.96327960853448,0.9620042954295897,0.9604350354046146,0.9585753960163074,0.958953862725761,0.9586397335752683,0.9584319570702501,0.9577448201841043,0.9586722580359189,0.9600384914141316,0.9600598253206327,0.9598549101719867,0.9590488891953879,0.9568550601551509,0.960701031428404,0.9642625883950967,0.96653339530519,0.9693356750203,0.9716236339401579,0.9736177476955532,0.9734221040111488,0.9731463758241851,0.9705150031618155,0.9656682242450422,0.9645642658290794,0.9629861275081198,0.9616656091109296,0.960796963407106,0.9597147467118652,0.9583938218993618,0.9568173429630152,0.9548831411958298,0.9547429918778039,0.9559728348927173,0.9569041494513754,0.9576154184949741,0.9581628390499892,0.9585870465914657,0.9589177348671063,0.9591768341263649,0.9593807104978365,0.9595417015504252,0.9596691931274631,0.9597703866979409,1
-0.029836552272218177,-0.0297572469498922,-0.02966301586321063,-0.02955110137366882,-0.029418237890252424,-0.029260551529888153,-0.02907343373192641,-0.028851379991972882,-0.028587780344758337,-0.028274642812122767,-0.027890667054017722,-0.028527401128853304,-0.02872720772500228,-0.028601274681348154,-0.027984899653105376,-0.027244847826010655,-0.02639607654261553,-0.025958193348554977,-0.026179066903953083,-0.02659070676031453,-0.02672016976558479,-0.026842521729818897,-0.02685937029506393,-0.026977417887501798,-0.028136874150830327,-0.029461903873368212,-0.030225621143191723,-0.03093890671570138,-0.031593814435569176,-0.031320766280444175,-0.031121109963423405,-0.03143182046937082,-0.031473429362130365,-0.031732715189492666,-0.031557681760787805,-0.031335917333394143,-0.0313052405936021,-0.031340093823788995,-0.03111458103566916,-0.03054432475892232,-0.03007079750242267,-0.030210820363315703,-0.030287297964384768,-0.030514160987276627,-0.030247856786855966,-0.030084956176951498,-0.030028246455076225,-0.029911394498489688,-0.029645299419413053,-0.029372408616086643,-0.029124282738551253,-0.0293566041998022,-0.029411058218465357,-0.02963168475531178,-0.030448976787384584,-0.030964342403010218,-0.030939668811523807,-0.031232443977516056,-0.03172224874435535,-0.03254001870275176,-0.03298718923431868,-0.03390373961795493,-0.03502489047858272,-0.03666743415618501,-0.03809719924482198,-0.039963958990394316,-0.04294223614895918,-0.04665547094945936,-0.05148346471419785,-0.05816995058633766,-0.06565616620540715,-0.0754210641021853,-0.08860007035775669,-0.10665723444926575,-0.08820109151117932,-0.07369291577215036,-0.06288017924405653,-0.05430210982944021,-0.04791962532337144,-0.04336428377602263,-0.03996406630921964,-0.03736485240669807,-0.0352651252615171,-0.03413364575117939,-0.03333696664058916,-0.03280660151064304,-0.03246474409956454,-0.03232984416753245,-0.0322023593955229,-0.03177340731286593,-0.03143717570792362,-0.03117406203195354,-0.030968457058798204,-0.030807990162456573,-0.03068289255983009,-0.030585471131046697,-0.030509680421717124,-0.030450777859839254,-0.030405048148385863,-0.0303695841591005,0
-0.411706325332768,-0.4117580496761843,-0.4118196092488034,-0.4118920529929717,-0.41197599085162806,-0.41207111706217875,-0.412175414531589,-0.41228385137184054,-0.4123862730799771,-0.4124640248808064,-0.41241432171850406,-0.41256925975237496,-0.4126434731708835,-0.41264898807367956,-0.41259893573972894,-0.4125048311664919,-0.4123926648578515,-0.412243783371105,-0.4114546598143557,-0.41080908546232975,-0.4104764813938591,-0.4098338443339838,-0.4089884225268363,-0.4081319045107885,-0.4076779888766205,-0.40715249898086237,-0.40609222055981203,-0.4066162473750773,-0.40684033391149454,-0.40778380937645614,-0.40839450454969,-0.4091128155685546,-0.4097851207246062,-0.4101658543106458,-0.4104514946295473,-0.4105078988637268,-0.41065271202469367,-0.4106399572150157,-0.4106373934030651,-0.41087234758460556,-0.41102185469958874,-0.41132994433285663,-0.4114387532372003,-0.41154760811181773,-0.4114987798177521,-0.4114186901427419,-0.4117200569136292,-0.41184542238376026,-0.4118462033907153,-0.411773366135364,-0.41163979486942087,-0.41115604052474414,-0.4107421413275427,-0.41031434303390923,-0.4099085912679352,-0.4094562567972013,-0.4094709005657321,-0.4095248548994452,-0.4095006110133066,-0.4095695129288804,-0.4097022212366188,-0.40989896300956935,-0.41003350381290643,-0.4102323481340058,-0.410151354129345,-0.41007906747524925,-0.4100715540233247,-0.4097627102483451,-0.4091942509586508,-0.40866583772327086,-0.4087130110232193,-0.4083375673864941,-0.4077686624158668,-0.4082336636734612,-0.4082981940144065,-0.40805633834928096,-0.4077333611940121,-0.40698342664840376,-0.40568994546759124,-0.403938454932825,-0.4033918383620062,-0.40415216966010414,-0.40462369478403265,-0.40575871265509666,-0.4066251243297227,-0.4072589828465037,-0.40765612572105253,-0.40788885741239134,-0.40856918215283633,-0.40916512236007285,-0.40962581033896406,-0.4099855024219033,-0.41026887539079443,-0.41049390693639776,-0.41067385257941574,-0.41081860652540625,-0.4109356443303752,-0.41103067973906054,-0.41110812792591267,-0.41117143443634263,1
