standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,standardization__V21,standardization__V22,standardization__V23,standardization__V24,standardization__V25,standardization__V26,standardization__V27,standardization__V28,standardization__V29,standardization__V30,standardization__V31,standardization__V32,standardization__V33,standardization__V34,standardization__V35,standardization__V36,standardization__V37,standardization__V38,standardization__V39,standardization__V40,standardization__V41,standardization__V42,standardization__V43,standardization__V44,standardization__V45,standardization__V46,standardization__V47,standardization__V48,standardization__V49,standardization__V50,standardization__V51,standardization__V52,standardization__V53,standardization__V54,standardization__V55,standardization__V56,standardization__V57,standardization__V58,standardization__V59,standardization__V60,standardization__V61,standardization__V62,standardization__V63,standardization__V64,standardization__V65,standardization__V66,standardization__V67,standardization__V68,standardization__V69,standardization__V70,standardization__V71,standardization__V72,standardization__V73,standardization__V74,standardization__V75,standardization__V76,standardization__V77,standardization__V78,standardization__V79,standardization__V80,standardization__V81,standardization__V82,standardization__V83,standardization__V84,standardization__V85,standardization__V86,standardization__V87,standardization__V88,standardization__V89,standardization__V90,Class
-0.1671316169847188,0.010494401821616832,0.29638473246757446,-0.035544784012085606,-0.07829720499306034,0.05511212305688148,-0.1672273567492009,0.031595976507826765,0.3067522697202578,-0.05483636790612127,0.06000147191114989,0.059124713235780876,-0.1497127216996164,0.06075392904879012,0.34469504509811816,-0.01878398533007398,-0.06659436661252716,0.10545007529117142,-0.1703879832329536,0.04519246989924514,0.3230149019311573,-0.05818008192434478,-0.07774654922337701,0.12064433484140592,-0.10114074403401391,-0.0008674616726063982,0.3145635088055324,0.05135368834178498,0.010291772578628436,0.18812307461358732,-0.05906899938964039,0.09912102434970599,0.31577624104809787,-0.08684262684161094,-0.0890650372311586,0.08598862490368547,0.026271446468816326,0.17417286641957633,0.30593867693324817,-0.08370146232373964,0.0890517959301306,0.313146181825827,-0.02138485291131057,0.10938765489619953,0.3345314132729636,0.11482201890884486,0.01103871743444656,0.2937028314695448,-0.010707259423845032,0.12109987240394143,0.333008360892991,0.046471896295106306,0.06406886329422998,0.2511754932727414,-0.1059897405409074,0.15608244246436392,0.3627206895476336,0.08465684172555904,-0.0026322805851655444,0.35836898963321634,-0.011591088669865966,0.21136055813583557,0.3739147001401917,0.010279500294474428,0.046962200029831404,0.20672820309783385,0.04378519664043009,0.22613955035514016,0.37557234946546136,-0.07361502931310217,0.014201125820402095,0.22253175467226174,0.04889941170612785,0.2090711014296926,0.3745052558920738,-0.035807423368727435,0.08282419414822906,0.2188399194445294,-0.019656958827876707,0.1770185180015832,0.3842013725089611,-0.0028529944492243623,0.05322624534454938,0.22777846481386013,0.02524537164440806,0.12238664425786917,0.37088842303748043,0.037096761956512375,0.0875884464501975,0.23987825144986,4
-0.02277567130733165,0.010494401821616832,0.29150572658303925,-0.05520530535435218,0.009253306044634403,-0.06486648112004635,0.7187584041188121,-0.01871218026191683,0.3091487718274473,0.018999135678475516,1.0220833920233785,0.24679799653903375,-0.22006483161003787,0.18050926996227065,0.3321199711567355,-0.24867753713097945,-0.1550273716688385,0.03682383581596462,-0.22189697724254698,-0.2965511641515308,0.3507067178834363,0.35254817854818193,-0.10865669242976206,-0.05140497745416427,0.010481611427481925,0.0346984669042559,0.3051769703331693,-0.026422082392211266,0.03529696817707382,-0.06068486277857657,-0.006277087128599387,0.001634679561989161,0.30931977632650604,-0.04503580452647143,-0.10649542637902258,0.08598862490368547,0.002727636518620272,0.016648876937165377,0.31202799401934217,0.1484683443755128,0.06773136595561759,0.0685939255428002,-0.11681657746790743,0.19269837658184996,0.3158728572123366,-0.22549384436315315,-0.1011068366783379,0.35145734509185333,-0.030891058797529916,0.24056079916632578,0.32624006603781064,-0.12674153535028992,-0.025890842016161437,-0.06327321586259897,-0.1059897405409074,-0.08626094749213958,0.3822243594118342,0.6631452601835458,-0.07770950075336547,0.1659876007630118,-0.03874735355355194,0.26369543211813606,0.36870009563130607,-0.10733710772602366,0.007056496377539432,0.284310412040728,0.07341699409172528,0.19372094348604663,0.3771068254323855,-0.0013842142264002084,0.06761820459439163,0.4832118101454826,0.05866738188859431,0.1409047781007272,0.3775207145510634,0.06691707982319034,0.0708249292716305,0.2188399194445294,-0.03260371082696017,0.2915393738290374,0.3810468203365635,-0.23679853928562217,-0.011529720801638298,0.008812062530899629,-0.005767669177186863,0.16000878044960404,0.3727492190904096,-0.008080482802408636,-0.02290774753312857,0.599476361484385,4
-0.1671316169847188,-0.09983136091845757,0.30614274423664495,0.10207886538378043,-0.07829720499306034,0.13509785917483336,-0.12695527670974577,0.10705821166244216,0.29476975918431025,-0.15820607292455677,0.1443946227981875,0.059124713235780876,-0.19661412830656405,-0.0350503436819943,0.3371500007332886,0.08849967217701522,-0.16976620584489038,0.37995503319199864,-0.1703879832329536,0.023833492771071645,0.3187546225538836,-0.04238284113693991,-0.10865669242976206,0.177994105606596,-0.12346521512631307,0.08804735976954935,0.30893158572211454,-0.15975197507906197,-0.0897290098151531,-0.3592543876491733,-0.05906899938964039,0.220978955334352,0.3007111566977169,-0.22619870122540933,-0.1587865938226145,-0.07426290332591018,0.09690287631940449,-0.03585911955697161,0.32014708346746756,0.29357447356254557,0.13169265587915663,-0.5020280057842623,-0.16453243974620585,0.22046861714373342,0.31120821819717986,-0.25385349963581966,-0.24529397768048936,0.00493026335800193,0.009476539949839855,0.1509651040945375,0.3420327540332315,-0.011265914253359101,0.02808498117007341,-0.3777219249979394,-0.1384194372735731,0.004617823741549226,0.3738656437557482,0.3015899986473041,-0.19032533100566534,-0.12258448254229495,-0.025169221111708953,0.3683651800827371,0.3617472896194587,-0.3817758597738526,-0.0461511084921832,0.09035488968349259,-0.005601132445061899,0.22613955035514016,0.37557234946546136,-0.08393371718263101,-0.15673352625636444,0.3854567893430248,0.06843535207106077,0.07273845477176183,0.38807481985752695,0.1867623335470944,0.08282419414822906,0.31016243035776814,-0.04555046282604362,0.2915393738290374,0.3636967833883767,-0.2835876482529017,-0.10218807340630105,0.49053814755341274,-0.03678070999878179,-0.046912968604937676,0.3839139954079842,0.2780420673374244,-0.05053179602896009,0.16795862944295498,4
-0.1671316169847188,-0.18809197111051706,0.3085822471789125,0.09224860471264715,-0.09775287411254806,-0.14485221723799824,-0.2276354768083836,0.15736636843218574,0.2923732570771207,-0.29110997937683103,-0.17629935057255536,-0.06599080896638769,-0.10281131509266878,0.10865606541418234,0.34469504509811816,-0.09541516926370913,-0.1550273716688385,-0.16905488260965576,-0.1703879832329536,-0.06160241574162235,0.3379258797516152,0.020806122012679586,-0.2013871220489172,0.06329456407621586,-0.16811415731091142,0.0702643954811182,0.30329966263869673,-0.1375303262979202,-0.18974979220893462,-0.11044645025700935,0.046514825132441616,-0.09585166522572768,0.3222327057696897,0.010706625227047928,-0.10649542637902258,-0.2745773136129047,0.04981525641901238,-0.009605121309903117,0.30999822165731084,0.09042589270069969,0.003770076032078539,0.313146181825827,0.05018894050613706,0.22046861714373342,0.3321990937653852,-0.19713418909048663,0.04308030432381355,0.00493026335800193,-0.030891058797529916,-0.08795674943023116,0.35331324545853215,0.1908164226662698,-0.09785860626447457,0.015338961421236131,-0.0735600438082417,0.15608244246436392,0.36829316665169093,-0.05996526288893766,-0.11524811083746543,-0.892110038023113,-0.052325485995394924,0.2985853481063364,0.3634854911224205,-0.34257032376701985,-0.17917012066648977,-0.37513836397387246,0.014153399189134898,0.015418605706032281,0.381710253333158,0.10180266446888832,-0.12468327899197071,0.05960672000149868,0.07820332225352723,0.10682161643624452,0.3745052558920738,0.015554828227231454,0.058825664395031944,0.12751740853129068,-0.09733747082237744,0.3106261831336131,0.3763149920779671,-0.29918401790866156,-0.25760239215715147,-0.21015433975206088,0.040751892055205526,-0.028101900509070247,0.3950787717255589,0.2027466594058894,-0.06434382027687585,-0.551237590626095,4
-0.131042630565372,0.07668985946566147,0.2793082118717012,-0.15350791206568506,-0.11720854323203578,-0.14485221723799824,-0.1672273567492009,0.15736636843218574,0.29476975918431025,-0.29110997937683103,-0.1256634600403328,-0.12854857006747197,-0.055909908485721124,-0.1308546164127787,0.35978513382777727,0.14980461932392333,-0.06659436661252716,-0.3063073615600693,-0.09312449221856359,0.0024745156428981467,0.31662448286524675,-0.13716628586136917,-0.18593205044572467,-0.45285337281049476,-0.011842859664817242,-0.0008674616726063982,0.2995450472497515,-0.037532906782782156,0.04779956597629651,-0.010923275300143791,-0.13825686778120191,-0.022736906634940046,0.32008055086249243,-0.05897141196485126,-0.3679512635969822,-0.11432578538330909,0.04981525641901238,0.04290287518423387,0.29984935984715416,-0.14174391399855277,-0.18811379373853862,-0.5835454245452713,-0.11681657746790743,0.08161741433431607,0.32986677425780686,-0.16877453381782015,-0.3253979449039069,-0.2838423047535409,-0.07125865754489968,-0.14768721281142333,0.3578254420286524,0.24855423321473522,-0.24179413476110082,-0.45633410228177446,-0.0735600438082417,0.33783998493174155,0.35157573533951897,-0.7469202598077971,-0.22786394108976532,-0.2187751769773972,-0.025169221111708953,0.3160303061004366,0.3617472896194587,-0.3817758597738526,-0.15256631823162844,-0.026018423730848658,0.014153399189134898,0.06404651600967255,0.38938263316777877,0.039890537251715194,-0.09263303172757699,0.05960672000149868,0.04889941170612785,0.31132058642314064,0.365458879915105,-0.34398093294448073,0.010828604888637721,-0.19211137966504488,0.05802355316662401,0.13884489939243178,0.3747377159917683,-0.03404573376074407,0.014372665656836772,0.14019190390067593,-0.05228723040957925,-0.10334617289253996,0.3876355875138425,0.2178057409921964,-0.27152418399561223,0.024119385429144977,4
-0.1671316169847188,0.09875501201367635,0.2695502001026307,-0.18299869407908495,-0.2047590542697305,-0.14485221723799824,-0.14709131672947334,0.13221229004731394,0.30435576761306826,-0.29110997937683103,-0.15942072039514785,-0.19110633116855624,-0.1262620183961426,-0.0829524800473865,0.35475510425122425,0.04252096181683414,-0.21398270837304606,-0.5808123194608965,-0.11887898922336025,0.023833492771071645,0.3017135050447888,-0.24774697137320328,-0.2013871220489172,-0.28080406051492457,-0.12346521512631307,-0.018650425961037546,0.30705427802764196,-0.026422082392211266,-0.11473420541359847,-0.11044645025700935,-0.1910487800422429,-0.1933380100134445,0.324384860676887,0.038577840103807604,-0.4551032093363021,-0.07426290332591018,0.07335906636920844,0.2266808629137133,0.29578981512309144,-0.48999862404743133,-0.01755035394243448,-0.09444091197921768,0.09790480278443547,0.026076933210549123,0.33686373278054194,0.058102708363511855,-0.08508604323365442,-0.2838423047535409,-0.030891058797529916,0.09123464071334535,0.3420327540332315,-0.24221715644722072,-0.3137618990094139,-0.14188539314643406,-0.008700650342910309,0.03491074748611216,0.36829316665169093,0.08465684172555904,-0.1527867209215654,-0.4111565658476017,-0.06590361843723791,0.22880551612993574,0.36870009563130607,-0.2641592517533545,-0.31218913284079636,-0.06480952820229574,-0.005601132445061899,0.09646512287876607,0.3801757773662338,-0.04265896570451561,-0.22083402078515188,0.027021713067346066,0.009827530976261989,0.22611268226193393,0.372997526562579,-0.39534318454043965,-0.1811596331369392,-0.23777263512166424,-0.04555046282604362,0.024324043564977558,0.3905104768537563,0.05953248417381505,-0.17989523278172626,-0.25394762020865297,0.07176493287680046,0.08476450806613432,0.37088842303748043,-0.03819864597502264,-0.0781558445247916,-0.19163948059157004,4
-0.22126509661373894,0.12082016456169123,0.28662672069850403,-0.23214999743475137,-0.24367039250870595,-0.1848450852969742,-0.20749943678865604,0.006441898122954967,0.3091487718274473,-0.17297317364147613,-0.2100566109273704,-0.12854857006747197,-0.19661412830656405,-0.0829524800473865,0.3522400894629477,-0.03411022211680101,-0.3318933817814612,-0.5121860799856898,-0.14463348622815694,0.023833492771071645,0.31023406379933616,-0.1687607674361789,-0.24775233685849476,-0.28080406051492457,-0.12346521512631307,-0.12534821169162444,0.32395004727789545,0.04024286395121408,-0.2272575856066027,-0.06068486277857657,-0.0854649555201609,0.1966073691374228,0.31577624104809787,-0.4212972053627271,-0.4551032093363021,-0.43482884184250037,0.026271446468816326,0.2529348611607818,0.30593867693324817,-0.6641259790718707,-0.2947159436111037,-0.4205105870232534,0.00247307822783864,-0.05723378847510129,0.3415283717956987,0.08646236363617835,-0.21325239079112238,0.12043929060261907,0.009476539949839855,0.09123464071334535,0.3307522626079309,-0.41543058809261696,-0.24179413476110082,-0.45633410228177446,-0.008700650342910309,0.03491074748611216,0.3543619738915476,0.08465684172555904,-0.11524811083746543,-0.4111565658476017,-0.06590361843723791,0.17647064214763522,0.3773911031461154,-0.2641592517533545,-0.27228342918850434,-0.1423917371451899,0.024030665006233295,0.16130233661695312,0.3709689215646889,-0.12520846866074642,-0.15673352625636444,-0.10331831466926439,0.04889941170612785,0.22611268226193393,0.3714897972330842,-0.36110168347646704,-0.09716477900074928,-0.4204176569481417,-0.019656958827876707,0.04341085286955326,0.3826240964227623,-0.08083484272802362,-0.1928464260109638,-0.2977409006652451,-0.021274189587984323,0.1411977123537366,0.3690276269845513,-0.23396670659701368,-0.20246406275603343,-0.407398346612285,4
-0.22126509661373894,0.12082016456169123,0.2890662236407716,-0.3107920828038177,-0.3020373998671691,-0.30482368947390204,-0.20749943678865604,-0.1444825721862758,0.3067522697202578,-0.12867187149071804,-0.2775711316370005,-0.8166839421793991,-0.1262620183961426,-0.1308546164127787,0.3421800303098416,-0.01878398533007398,-0.2581992109012018,-0.8553172773617237,-0.14463348622815694,0.04519246989924514,0.3187546225538836,-0.32673317531022766,-0.3404827664776499,-0.39550360204530466,-0.011842859664817242,-0.071999318826331,0.316440816500005,-0.09308702873563662,-0.15224199881126654,-0.2099696252138749,-0.0854649555201609,0.1966073691374228,0.30931977632650604,-0.518846457431386,-0.4028120418927102,-0.43482884184250037,0.07335906636920844,-0.009605121309903117,0.3018791322091855,-0.08370146232373964,-0.1667933637640256,-0.9911325183503159,-0.14067450860705663,0.22046861714373342,0.33919605228812033,-0.7076079839984837,-0.4375434990166913,-0.39935133199815803,-0.11162625629226945,0.1808303357851336,0.333008360892991,-0.5597751144637805,-0.38572966325772706,-0.6135584568494447,-0.23570852747157017,0.15608244246436392,0.3627206895476336,-0.6746092075005486,-0.47186490663641506,-1.1806821213284198,-0.025169221111708953,0.03691097819483388,0.36870009563130607,-0.009323267708941922,-0.17917012066648977,0.16793709862638675,0.04378519664043009,0.22613955035514016,0.3709689215646889,-0.26967009883415033,-0.15673352625636444,-0.07073330773511177,0.05866738188859431,0.2942790055908993,0.372997526562579,-0.4467054361363985,-0.09716477900074928,-0.10078886875180615,0.019183297169373656,0.10067128078328037,0.3794695442503647,-0.11202758203954333,-0.1539928463232512,-0.25394762020865297,0.02524537164440806,-0.00929083241320282,0.37088842303748043,0.09733308830174038,-0.1472159657643704,-0.47931796861919,4
-0.20322060340406556,-0.011570750726398047,0.29638473246757446,-0.14367765139455177,-0.2631260616281937,-0.34481655753287793,-0.2276354768083836,0.13221229004731394,0.30195926550587876,-0.4830822886967826,-0.3113283919918155,-0.31622185337072484,-0.22006483161003787,0.13260713359687845,0.3497250746746712,-0.4325923785717038,-0.37610988430961695,-0.786691037886517,-0.19614248023775027,0.06655144702741864,0.32514504161979413,-0.5005028239716812,-0.40230305289041995,-0.5675529143408748,-0.056491801849415574,-0.17869710455691787,0.30893158572211454,0.0180212151700723,-0.17724719440971193,0.03883831217828899,-0.05906899938964039,0.050377851955847576,0.3050154665121115,-0.3655547756092077,-0.3505208744491183,-0.19445154949810692,0.026271446468816326,0.14791886817250785,0.30999822165731084,-0.6641259790718707,-0.2947159436111037,-0.828097680828298,-0.069100715189609,0.22046861714373342,0.32753445475022847,-0.6225290181804842,-0.29335635801453985,-0.22608779113123234,-0.09144245691858457,-0.05809151773963507,0.3420327540332315,-0.06900372480182451,-0.38572966325772706,-1.3210680524039606,-0.23570852747157017,0.12578951871980099,0.3627206895476336,-0.7830757859614212,-0.47186490663641506,-1.2768728157635219,-0.011591088669865966,0.07180089418303422,0.3721764986372298,-0.16614541173627273,-0.21907582431878173,-0.29755615503097826,0.014153399189134898,0.16130233661695312,0.37250339753161305,-0.2490327230950926,-0.18878377352075815,-0.10331831466926439,0.04889941170612785,0.15794635893296854,0.3790284438805582,-0.3097394318805081,-0.1211633087539464,0.31016243035776814,0.0321300491684571,0.024324043564977558,0.3747377159917683,-0.03404573376074407,-0.14104165309401365,0.008812062530899629,0.0097388512336106,0.16000878044960404,0.380192403302126,-0.21890762501070668,-0.18865203850811768,-0.551237590626095,4
-0.18517611019439217,0.05462470691764659,0.3037032412943773,-0.2911315614615511,-0.24367039250870595,-0.3848094255918539,-0.14709131672947334,0.006441898122954967,0.29956276339868926,-0.3649454829614278,-0.2100566109273704,-1.004357225482652,-0.19661412830656405,0.036802860866094016,0.3421800303098416,-0.3253087210646146,-0.4055875526617207,-0.7180647984113101,-0.24765147424734363,-0.04024343861344885,0.3294053209970678,-0.2319497305857984,-0.4486682676999975,-0.5102031435756849,-0.03416733075711641,-0.0008674616726063982,0.3108088934165872,-0.20419527264134554,-0.18974979220893462,-0.7573470874766355,-0.03267304325911989,0.1722357829404936,0.31792839595529515,-0.518846457431386,-0.3156600961533903,-0.35470307772770254,-0.04435998338177184,0.04290287518423387,0.30593867693324817,-0.34489249486039864,-0.44395895343269476,-0.828097680828298,-0.069100715189609,-0.22385523184640213,0.32753445475022847,0.2849799505448439,-0.3414187383485904,-0.3415968183758495,-0.15199385503963922,0.09123464071334535,0.3465449506033518,-0.44429949336684965,-0.45769742750604014,-0.7707828114171149,-0.2032788307389045,0.24696121369805274,0.3738656437557482,-0.8915423644222937,-0.3967876864682151,-0.6035379547178062,-0.06590361843723791,0.1415807261594349,0.37043829713426796,-0.30336478776018716,-0.2589815279710737,-0.21997394608808407,-0.025355664079258697,0.2099302469205934,0.3771068254323855,-0.27998878670367916,-0.29561793106873724,-0.135903321603417,0.05866738188859431,0.2090711014296926,0.38355163186904256,-0.37822243400845335,-0.07316624924755218,-0.009466357838567417,-0.019656958827876707,0.005237234260401853,0.3731604399055695,-0.1276239516953032,-0.14104165309401365,-0.16636105929546877,0.0097388512336106,0.16000878044960404,0.3764708111962678,-0.32432119611485566,-0.18865203850811768,0.16795862944295498,4
