binzarization__V5_b'v1',binzarization__V5_b'v2',binzarization__V6_b'v1',binzarization__V6_b'v2',binzarization__V8_b'v1',binzarization__V8_b'v2',binzarization__V8_b'v3',binzarization__V10_b'v1',binzarization__V10_b'v2',binzarization__V10_b'v3',standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V7,standardization__V9,standardization__V11,standardization__V12,Class
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.048974788826113,1.2826221593082545,-1.397182558912936,-1.1765385906044967,-0.5231299077390487,1.3961879299006554,0.870692189471389,-1.2742252900142526,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2653153688290616,-1.0327841691365527,1.148100021719848,1.2694875852884278,-1.2622926132907597,-1.2381289189685056,1.7134878428170368,1.6349648698356394,1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6078014033971851,-1.05331992371256,0.4377886038688388,-1.1765385906044967,-0.7990662108034385,0.07902950546607491,-0.01424324654154166,0.1803697899106933,1
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.3640027196898656,1.2774882206642528,-1.397182558912936,0.046474497341965605,0.34400325720484326,1.3961879299006554,0.1753857754612293,-1.2742252900142526,3
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7062661383355205,1.1953452023602242,-1.397182558912936,-1.1765385906044967,-0.32517560336676893,-1.2381289189685056,0.575713710800412,1.6349648698356394,3
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8049534891963249,-0.5193903047363737,0.9705221672570962,1.2694875852884278,-0.3491700645028028,-1.2381289189685056,1.0181814288068771,0.1803697899106933,3
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.7921102629000202,-0.7760872369364632,0.2602107494060862,0.046474497341965605,-0.39849201239353915,0.07902950546607491,0.07003631879302322,-1.2742252900142526,4
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.954791129319879,-1.1200611260845832,-0.9828342318331806,1.2694875852884278,1.283119805556837,1.3961879299006554,-1.3837861832282194,0.1803697899106933,3
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5138403598134197,0.9027106996521221,0.8521369309485944,-1.1765385906044967,1.2484611394714544,-1.2381289189685056,1.2499502334769306,1.6349648698356394,2
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0573143237678473,0.9181125155841274,-1.456375177067187,-1.1765385906044967,-1.1583166150346127,1.3961879299006554,0.3228750147967178,1.6349648698356394,3
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2456816427803155,-0.9147035803245115,0.14182551309758482,-1.1765385906044967,1.4104237521396834,1.3961879299006554,-1.320576509227296,0.1803697899106933,4
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.06860851487485901,1.0823985521921848,0.49698122202308964,-1.1765385906044967,1.4610787256490883,-1.2381289189685056,-0.11959270320974776,-1.2742252900142526,4
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1345962974681438,-1.1097932487965796,1.6808335851081058,1.2694875852884278,-0.35983426945215125,-1.2381289189685056,0.870692189471389,0.1803697899106933,3
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3527085285828542,1.0361931043961687,0.08263289494333396,1.2694875852884278,-1.0496750271131259,0.07902950546607491,-0.6252700952171363,0.1803697899106933,4
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0018829590729958,1.0310591657521668,-0.15413757767366948,1.2694875852884278,-1.2462963058667371,0.07902950546607491,1.6502781688161132,-1.2742252900142526,3
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7362336663602315,-1.1149271874405813,0.9113295491028454,-1.1765385906044967,1.4864062124037907,0.07902950546607491,-0.45671096454800675,1.6349648698356394,4
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8306399417889342,-0.9095696416805097,-1.456375177067187,0.046474497341965605,1.0951631933245713,-1.2381289189685056,1.7556276254843193,0.1803697899106933,4
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9505100538877773,0.8257016199920952,1.3848704943368515,1.2694875852884278,-0.19920468240259093,-1.2381289189685056,-0.8570388998871894,0.1803697899106933,3
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.36828379512196724,1.174809447784217,-1.397182558912936,0.046474497341965605,1.1251562697446136,0.07902950546607491,0.7442728414695418,0.1803697899106933,4
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1388773729002453,0.9335143315161328,-1.456375177067187,0.046474497341965605,0.7492430452800825,0.07902950546607491,0.21752555812851174,0.1803697899106933,4
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.590677101668779,0.8359694972800988,0.8521369309485944,1.2694875852884278,-0.33250724426944595,-1.2381289189685056,0.7653427328031829,0.1803697899106933,0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.104628769443433,1.4828457664243244,0.9113295491028454,-1.1765385906044967,1.3131128819768791,0.07902950546607491,0.7864126241368241,0.1803697899106933,4
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.1131909203076362,0.9951215952441543,-1.160412086295933,0.046474497341965605,-0.3658328847361597,0.07902950546607491,1.207810450809648,-1.2742252900142526,4
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6720175348787081,-0.7914890528684686,-1.456375177067187,1.2694875852884278,1.457746161602417,1.3961879299006554,0.34394490613035905,0.1803697899106933,2
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6120824788292866,-0.976310844052533,-1.397182558912936,0.046474497341965605,-0.8830468247795571,0.07902950546607491,0.4914341454658471,0.1803697899106933,4
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0915629272246596,1.1645415704962134,-1.1012194681416823,-1.1765385906044967,-0.8263932359861438,0.07902950546607491,0.11217610146030564,0.1803697899106933,4
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8220777909247311,-1.1046593101525777,0.49698122202308964,1.2694875852884278,0.5352924334837802,1.3961879299006554,-0.2670819425452358,-1.2742252900142526,3
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9119803749988635,-0.9044357030365079,0.023440276789083104,1.2694875852884278,1.099162270180577,0.07902950546607491,1.1656706681423656,1.6349648698356394,4
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8349210172210356,-0.5142563660923719,-1.397182558912936,1.2694875852884278,-1.1656482559372898,1.3961879299006554,0.44929436279856466,0.1803697899106933,3
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0875044677150267,1.1542736932082098,-0.6868711410619265,-1.1765385906044967,1.3757650860543011,-1.2381289189685056,-1.362716291894578,-1.2742252900142526,1
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.41109454944298274,0.7743622335520773,-0.5092932865991743,-1.1765385906044967,-0.8203946207021353,1.3961879299006554,0.0068266447920995585,-1.2742252900142526,2
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.057536939690316,-1.0019805372725419,-1.397182558912936,0.046474497341965605,0.9638601698857191,-1.2381289189685056,-0.24601205121159458,-1.2742252900142526,4
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6120824788292866,-0.6990781572764363,1.029714785411347,1.2694875852884278,0.8412218129682124,-1.2381289189685056,1.397439472812419,1.6349648698356394,0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.361270679447057,-1.022516291848549,0.31940336756033705,-1.1765385906044967,-1.1409872819919216,0.07902950546607491,-0.45671096454800675,1.6349648698356394,4
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7447958172244343,-1.1200611260845832,-1.397182558912936,0.046474497341965605,1.4597457000304197,1.3961879299006554,0.3228750147967178,0.1803697899106933,3
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1557790587061827,-1.073855678288567,0.2602107494060862,-1.1765385906044967,1.1204906800792738,0.07902950546607491,0.027896536125740775,0.1803697899106933,4
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1003476940113315,0.9335143315161328,1.3848704943368515,-1.1765385906044967,-0.3918268843001964,-1.2381289189685056,0.07003631879302322,0.1803697899106933,4
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04269944635978107,0.9643179633801436,-1.456375177067187,0.046474497341965605,1.4224209827077003,1.3961879299006554,0.4703642541322059,-1.2742252900142526,2
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9847586573445898,0.5073974240639842,0.08263289494333396,-1.1765385906044967,-1.3029498946601505,1.3961879299006554,1.397439472812419,0.1803697899106933,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.783548112035817,0.9848537179561507,-1.397182558912936,1.2694875852884278,-0.6844260075979431,0.07902950546607491,-0.68847976921806,0.1803697899106933,3
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03413729549557817,-1.0892574942205724,0.49698122202308964,-1.1765385906044967,1.2391299601407746,-1.2381289189685056,-1.0888077045572429,-1.2742252900142526,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.08145174117116376,-0.8736320711724972,0.31940336756033705,1.2694875852884278,-0.9490315929036504,-1.2381289189685056,-1.362716291894578,-1.2742252900142526,3
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5521474227798652,1.005389472532158,-0.15413757767366948,1.2694875852884278,-0.3111788343707491,1.3961879299006554,-1.362716291894578,1.6349648698356394,1
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06838589895239056,1.5033815210003316,-1.397182558912936,0.046474497341965605,0.2140332593846596,-1.2381289189685056,0.5546438194667708,0.1803697899106933,2
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.7208810157435868,1.6163281711683708,0.2602107494060862,0.046474497341965605,-0.4024910892495448,1.3961879299006554,1.6292082774824719,1.6349648698356394,1
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.1089098448755346,-1.1097932487965796,-0.15413757767366948,0.046474497341965605,1.4010925728090036,-1.2381289189685056,1.1867405594760068,1.6349648698356394,4
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8820128469741527,-1.1200611260845832,0.023440276789083104,-1.1765385906044967,1.4270865723730402,0.07902950546607491,1.1446007768087243,-1.2742252900142526,4
