standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,standardization__V21,standardization__V22,standardization__V23,standardization__V24,standardization__V25,standardization__V26,standardization__V27,standardization__V28,standardization__V29,standardization__V30,standardization__V31,standardization__V32,standardization__V33,standardization__V34,standardization__V35,standardization__V36,standardization__V37,standardization__V38,standardization__V39,standardization__V40,standardization__V41,standardization__V42,standardization__V43,standardization__V44,standardization__V45,standardization__V46,standardization__V47,standardization__V48,standardization__V49,standardization__V50,standardization__V51,standardization__V52,standardization__V53,standardization__V54,standardization__V55,standardization__V56,standardization__V57,standardization__V58,standardization__V59,standardization__V60,Class
-0.3550137145390273,0.8545744307516261,-0.10641642368356394,-0.16202974700003178,-0.5198603116742552,0.5676280201219572,-1.1937175749659577,-0.29304060585887465,1.27639519353986,-0.20950890383245532,0.8339484543870496,0.0406865356655998,1.1270491362543675,0.3201426243324514,0.6303267810741748,0.2870271091350193,0.5023267370336613,-0.6514442130301082,-0.4147338996373968,-0.5511355449777474,-0.5892649502291815,0.013958661979202789,0.19349836978302182,-0.024067495308504452,0.39276611907702474,-0.553106872936308,-0.1766765260841521,-0.707175473956557,-0.4848744319895588,0.46457510326226753,-0.5253632689534706,-0.35013880786179574,0.5224618539781347,-0.1656569308686738,-0.070320582260461,-0.17184380143574454,-0.30010697964373817,0.2975633202399825,0.1314416011773654,-0.20616056247877032,0.47046075968118417,-0.29356056210395975,-0.09970621633544247,0.13426331596128657,0.07042106967014163,0.26855075697157327,-0.1714430689077796,-0.08633481313915768,0.39121511146366417,-0.009761370485212757,0.11952779174022493,-0.35089087192098545,0.2863266817154009,-0.30555985537787744,0.335635455164028,0.3147792701715153,0.14605275961855288,0.22062750861208846,-0.291505441656252,-0.27820212390100263,0
-1.4684843454480923,-1.2450222561456843,-0.8273694031650898,0.10138476218853078,-0.710865108638946,0.08873007934328658,0.302234099876007,1.3777262650534399,-0.09655458137018999,0.5714767382288771,-0.10831338299357764,0.4110087733913054,-0.4355391347997942,0.14448716678057374,-0.5513648218944124,-1.1479355639063022,-0.5797401924424438,0.7612262543551523,0.7887886621262253,0.2355005515887735,0.15782534986568458,-0.6941387514811609,0.7803524602929109,0.09426049686885034,0.2678208213506754,0.4101960200171862,-0.5620638332374327,0.00024278220951681975,0.3408597617270861,-0.5703702965066253,0.41858081828747673,0.2306264558351697,-0.17888039165592765,-0.37728735810598363,-0.2661168440601709,0.12385611737488686,0.28618995377504347,-0.46692668004411864,-0.06760335631405179,-0.30639216787299817,0.5042895638542544,-0.2706108427279334,-0.42180252119942135,-0.32971082625430614,0.205286953332742,-0.14746397633278918,-0.2961237256803142,0.037023016615896166,-0.08515776288304489,-0.03424152245060889,0.19917502527102857,0.1002988028544273,-0.20576432934383546,-0.07647951969510064,0.2495613285495847,-0.2537458843955086,-0.11837279169779785,0.2782842010309182,0.13415060277316238,-0.22506024590639442,0
0.39442941241319085,-0.06776335851206171,-1.0473563502451222,-1.3594758376876086,-0.7140919126575473,-0.583870697195655,-1.2981777096540619,0.7080634446340502,-0.609827761067042,-0.17669568104226524,0.6513368304303151,-0.3271563687582286,-0.2945354265985394,-0.7484775910552929,-1.2141181740411846,0.6620066795035836,0.08021202158283404,0.2854791612779242,0.10851314140608075,0.6568403873591876,-0.4150095159696842,0.3182163627832329,0.7637300737034952,0.3284923795731599,-0.6502716614914967,0.02344468513703503,0.08995478622462356,-0.43717406047398066,0.10680538312574149,-0.17119668967741483,-0.28755137598677494,-0.5822794531514944,-0.3068057210603854,-0.4563828660918883,0.14798058930092942,-0.4748792665829139,-0.19090428023798436,-0.46205747630366534,-0.2058633881315714,0.43990436787997295,0.2350690015897228,0.08173118541282158,-0.30502257014147904,-0.16629869451091384,0.09946432671147792,-0.2366188173101965,-0.06049945721323597,0.42968997193398745,0.2922341460957343,-0.19393821932098348,0.2752592422182328,-0.20844812319840386,-0.28220464228645786,0.20156238308266922,-0.29568728658559434,-0.017047953225098198,0.0720518895284978,0.25527438979855543,-0.029810979062947454,-0.053044793151968216,0
-1.2160358239452187,-0.0931351099966614,0.6712809592399412,-1.1346753646571561,-0.6941627310199376,-1.3084938896364415,-0.5217775129117863,0.06037760147827151,0.5626637822445704,-0.17442677302324716,0.14180974066216687,-0.001668741574787003,0.016679247206850652,-0.06230721279186255,-0.08781588986707087,-1.179480540544483,-1.1232692678292762,0.6788755637598677,-0.7711352684870789,0.3414939757823966,0.5464692305017196,-0.5730061285126254,0.8034161880426757,0.23560521178737695,-0.056811480324964664,0.4705986812629861,-0.45252571283606957,0.20343972225310503,-0.5500169161767999,-0.5961697619688907,-0.26145706877360797,-0.18075623899773852,0.20878860277785516,-0.3006982676439538,0.5313266329640367,0.4399970549938089,-0.4542046872821321,-0.17850973519863075,-0.1219758240846099,0.018607033760626973,0.2179884939976675,-0.24253091132042795,0.08120347792259623,-0.06665097550611644,0.31878524376378203,-0.42325882521365477,0.384459466637909,0.12883511380792695,0.2966970324047325,0.09100560035686425,0.3459103901403456,-0.05982890056011998,-0.09100338086747187,0.13630509684815742,0.31429576656791147,0.15287557490175377,0.04774137266633817,-0.3398880567354864,-0.16957509281791935,-0.3148364857847508,0
-0.8135268849311111,-0.4003884647873936,0.34211008448974234,-1.13071978046535,-1.30184693100023,-0.4964668505976091,1.3615512559475875,1.2480814716560569,-0.7348295476537704,1.0144466515478885,-0.033730765232351495,-0.6909985308085755,1.0154356883219269,0.7889904365084434,-1.0202115565773417,-0.2954509700694991,0.34589091736194966,0.06296005384691078,0.1612184170557921,-0.5280697799716363,-0.15724134188910902,0.342798389785379,0.8878190509330447,0.40770418602815045,-0.6171943787952718,0.3589107416009419,-0.34651443135208243,0.2505170102436507,0.5855115872339336,-0.2601267447429977,0.31927429447503325,0.30993055116955653,-0.31048881027871345,-0.0013062319784114098,-0.025709785959825114,0.06616565164185109,-0.44259098613433806,0.3538343066172432,0.3200309368919631,0.28629905285729573,0.12453186469654462,-0.16340575944188981,0.3761769484355631,0.3699637760433916,0.2808539771974033,-0.33530337671576393,-0.09469039906350424,-0.427746373725285,0.1589255371838382,0.3605089736154045,-0.14337749752478576,-0.11328855049715929,0.42330389737461727,-0.13445818667094825,0.36301531494721695,-0.016410615514600754,0.26109041584275083,0.20421930605897035,0.07033395047433932,0.0555934729937288,0
-1.292569213757761,-0.26965413621731643,-0.7276904964138726,0.3855532455782597,0.3747161001416567,-0.778789009962977,0.08754051637663252,-0.7548800026933844,0.31092903876161854,-0.3121426142987865,0.3532361707224333,-0.21583054693837384,-0.056448698019912764,0.32443188550522967,-0.3057650270237166,-0.8720068778595785,0.39460921693747286,0.49334987000497244,-0.16540517006076458,0.7676339842702985,0.3437298794025997,-0.36827532290842874,0.4506063653962411,-0.2427998189754078,0.7176982510889247,0.31739089528399944,-0.03535105232358048,0.010718518276107973,-0.3519346166677357,-0.32025910308983035,-0.6081221833136614,0.43781181142956,-0.02460093680840901,-0.27315542120077996,0.53679768470673,0.2005011422868666,-0.21988767018273447,-0.27434300196707545,-0.3481261521838363,0.4698771116482554,-0.14034564630169585,-0.32046498210516255,0.08697826790493482,0.03872027278552875,0.36664259087390005,-0.1794695829225589,0.37735260420008404,0.24386440053924727,-0.12379465238766736,0.0926862418151957,-0.19834570565348017,0.43652231399891955,-0.2008027425369351,-0.29761154903128767,-0.17665204703521448,-0.3344155773148045,0.21171689802332253,-0.39172291006881615,0.20256041179152304,0.3457106362968949,0
-0.3785778671075727,-0.4099449973674563,-0.1843233085703366,0.4098175867028904,-0.06277252197117282,-0.6027658397598341,1.389435134797774,0.8092307248876944,0.05686097877456342,-0.6957943338781714,1.1922066510092366,0.8881677370342259,-0.1374823670549747,-0.8044608050636343,0.44217558377105415,0.071124594043315,0.3678124939578792,-0.9572140186038964,-0.1822901198489271,-0.3222701671975164,-0.6526811218103786,-0.5451171023622089,-0.30904601772931345,-0.20925416987391282,-0.02981475684809643,0.12089788739117147,-0.4693812546749582,-0.31451439451235336,0.3843685344260752,-0.5666801657294138,-0.586201295886687,0.5051930401973513,0.3023447939325288,0.1858241951823473,-0.4804366505770404,-0.057052176449946326,-0.4275864233375531,-0.12949252836622363,0.40008558158686597,0.16058781705775502,0.08688668525029725,0.44891112574174,0.08303242084153091,-0.35941026575750684,0.20136198407956896,0.16063450999639253,-0.4579854066702507,0.2853897088840125,-0.09695148867010255,-0.4171989216451824,0.0057733517481245635,-0.3874123272892004,0.101479854796314,0.32280956857737153,-0.3052300821817072,-0.2890251822453265,0.3573489733776073,-0.32051937301289696,-0.021965405504296445,-0.23980350096336311,0
0.2657571139404776,0.8193813561116972,0.699186481577134,0.45433931353707474,-0.199306667008229,0.9006908196362793,1.3853815312644884,-0.6982909006110796,0.08034468036424242,0.6659630062632805,0.1477141242441175,-0.5528320477131051,0.3449497881171821,0.3121582853528194,0.02102667366169354,-1.2038709863987462,-0.7350152629751882,-0.8498027730224824,0.04091120812357504,0.23149521266541492,0.3706205006300856,0.6349166478826312,0.24686567980988716,0.3579856163196931,-0.10706304468217366,-0.2645796954760274,0.3983127252052123,0.4062208668188578,0.47714556183791373,-0.10998454874520489,0.4704251255814487,0.21554037977131343,-0.009925830026574387,-0.47880189220950203,-0.057489768854175914,-0.16212464232078747,-0.10604796747198553,0.011872795982043194,0.30440815168483687,-0.2530824171536306,-0.18506448947083895,0.2391640805761113,0.2296747292609744,-0.20484428584753997,-0.42711803471422394,-0.3158950256835848,-0.46315666023273316,-0.26711923117944436,0.34435480521918255,0.050770328677834764,0.40292573900991535,0.10757796928841336,-0.37203292409909605,0.010383630770056163,0.40344059473555915,0.38321340683616034,-0.25563513167841484,0.2079595568221859,0.08295871642971565,0.28294315755237864,0
1.498222420517676,0.8971816414990089,0.7355684253751137,-0.6299188485451329,-1.1191841557881719,-0.3418581753005355,0.4137450479826169,1.455582020942255,0.09361071371418106,-0.6381090663643535,0.2844872253625358,0.09566387335190224,-0.3030084592912304,0.6819445894908351,-0.597777797318952,-0.9871468983940562,0.2080934124359445,0.6312993027149936,0.5233205923196929,-0.7100711338509371,0.6111029204280404,-0.3754129294034465,-0.6346797687860071,0.0871106212939328,-0.1510541516182694,-0.1281541509308535,0.22544036437525442,-0.6883029792125549,0.1275943705852937,-0.06695049522119027,0.6038284890470814,0.5342069710014512,-0.2849457277982379,-0.5462161997059074,-0.4143406705283542,-0.0432606456877264,-0.4584941272681056,0.1194872012526467,-0.34622586516330084,0.18063893505478185,-0.08762132803722504,0.2219284365128404,-0.43043357522962855,-0.07281949768657951,-0.20663023491097626,-0.3206489813296692,0.10945133549455036,0.33992515536188783,-0.3864391697757449,0.15340388428852678,0.2126974878119668,0.27652023378265767,-0.3764124253029521,-0.28178934601454436,0.3557333655496174,-0.12633809270641244,-0.24155575821466604,-0.0719314698138655,0.014619472668219712,0.1441567833975346,0
-0.24271893158175453,0.1434191611979901,0.24717416412894283,0.5801645630669167,-0.030651154695098777,0.868779023305666,-0.4013486370319453,1.1124527412564373,0.8740298160622124,1.263270230966847,0.279289953586807,-0.14105610849315015,0.10935189851524216,-1.0883876128253411,-0.8036880739559212,-0.5496935544338701,0.42079240108646904,0.5030327098262378,0.5339921291223311,-0.8487930083910687,-0.5334094172602958,0.5178764363600816,-0.26003060555251895,0.7252492592929254,0.19373874186750617,-0.3460327847253572,-0.7221800299311675,-0.5295846054230372,0.017495015364150303,0.23109046499506794,-0.5989197926851076,-0.05744946631838793,-0.24583437363780875,-0.32416240512761163,-0.49541332220331236,0.355761410791143,-0.18172352232334105,-0.4526025498624422,0.2625371466110786,-0.3594460829560403,0.4543930905374246,0.46717436918005667,0.31041283071216347,-0.25598010715697744,0.11947560817408402,0.360060768636032,-0.154918169255601,0.4011748017223323,0.12190552944034472,0.2769703656376687,0.4211091655906317,-0.284080267632829,0.06509257501554061,0.25315534691708663,0.20383824498263733,-0.41140730052977215,0.16976260935216086,-0.05259582717575696,0.34929765592936834,-0.2781048300928836,0
