standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,Class
-1.292633059106876,-0.6824938965856842,-1.0753092844061092,-0.9600267521191125,-0.07858022787821833,0.5929405013056739,0.5066999701128296,0
-0.7110847763508854,1.4568229800440289,-1.0753092844061092,0.9925935566214978,-0.9946472768909207,-0.9464394719333789,0.5066999701128296,0
-0.12953649359489483,-0.6824938965856842,0.33529902813710755,0.9925935566214978,-0.9946472768909207,0.9097962124640454,0.5066999701128296,0
0.45201178916109575,-0.6824938965856842,0.33529902813710755,-0.13787083264938182,1.6008760286450694,1.030380977034438,0.5066999701128296,0
1.0335600719170863,1.4568229800440289,-0.5110659593888225,-0.13787083264938182,1.6008760286450694,2.6120938995375647,0.5066999701128296,0
-1.292633059106876,-0.6824938965856842,-1.0753092844061092,-0.9600267521191125,-0.6892915938866866,-0.43331281418702794,-0.2520271381891609,0
-0.7110847763508854,0.10567547901473641,-1.0753092844061092,-0.24064032258309814,-1.0709861976419792,-1.0747211363699665,-0.2520271381891609,0
-0.12953649359489483,-0.6824938965856842,-0.22894429688017914,-0.24064032258309814,-1.0709861976419792,-0.8694704732714262,-0.2520271381891609,0
0.45201178916109575,-0.6824938965856842,-0.22894429688017914,-0.8572572621853962,1.0665035833876597,0.9803511279041687,-0.2520271381891609,0
1.0335600719170863,0.10567547901473641,-0.5815963750159833,-0.44617930245053083,0.684808979632367,0.9893308444147298,-0.2520271381891609,0
1.615108354673077,-0.5698982714999098,1.3932552625445198,-0.7544877722516798,1.2191814248897768,-1.6853418590881242,-0.2520271381891609,0
2.1966566374290677,-0.4573026464141355,1.5343160937988416,-0.44617930245053083,0.684808979632367,-0.9951865044192821,-0.2520271381891609,0
-1.292633059106876,-0.6824938965856842,-1.0753092844061092,-0.9600267521191125,-0.07858022787821833,0.5929405013056739,0.23251541083308164,0
-0.7110847763508854,1.4568229800440289,-1.0753092844061092,1.0953630465552142,-0.7656305146377451,-0.5551803954017862,0.23251541083308164,0
-0.12953649359489483,-0.6824938965856842,0.33529902813710755,1.0953630465552142,-0.7656305146377451,0.8405241136682882,0.23251541083308164,0
0.45201178916109575,-0.6824938965856842,0.33529902813710755,-0.9600267521191125,1.2191814248897768,0.20809550799591067,0.23251541083308164,0
