standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,standardization__V21,standardization__V22,standardization__V23,standardization__V24,standardization__V25,standardization__V26,standardization__V27,standardization__V28,standardization__V29,standardization__V30,standardization__V31,standardization__V32,standardization__V33,standardization__V34,standardization__V35,standardization__V36,standardization__V37,standardization__V38,standardization__V39,standardization__V40,standardization__V41,Class
-1.5798647428933215,-0.45565212665154287,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-0.6187701057306114,0.31779260189591996,-1.0164536755617593,-0.4612907835575319,0.2562453488174851,-0.6351441143491028,1.5262076853506876,-1.0076959679389526,-0.8148655822911034,-1.1469713302689355,0.36157718929482185,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-0.39127796889458083,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-1.2549141562209698,0.07683632012117649,-0.16511776211280602,-0.7384630224564163,0.8687938086922865,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,-0.7649826403728712,-0.9700853603596935,-1.5058007406833043,-0.6296666387873803,-1.1088243979019548,-0.16054514939001915,-0.32312337314047057,1
-1.1207100063842015,-1.1494663325033099,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-0.684414679268325,-0.19173808959373892,-0.45294414969856645,-0.4612907835575319,0.2562453488174851,-1.739836096793909,0.0538110206667435,-1.3082656419375265,-0.5904052195451206,-0.5229433783256605,0.4279591495673421,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-1.3972935195409586,-0.08476057529231892,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-0.007259220509283724,-1.2766154397208562,-0.16511776211280602,-0.7384630224564163,-0.5374770414039539,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,-0.7649826403728712,-0.6037660675776546,-0.9205504893037543,-0.6296666387873803,-1.1056022231455023,-0.16054514939001915,-0.32312337314047057,1
-1.5560838202852796,0.21866547879294068,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-1.1329859317760367,0.31779260189591996,1.237584427891012,-0.4612907835575319,0.2562453488174851,-0.338846884949178,1.5707486389063818,-0.8913464167136995,-0.8148655822911034,-0.09257927353719726,0.6934869906574231,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-1.5217490515796859,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-1.2106710733943142,-0.04277104470207293,-0.16511776211280602,-0.7384630224564163,1.060623086513355,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,0.03093125074485965,-0.8429745675090952,-0.2201180075995063,-0.6296666387873803,-0.8284951940905465,-0.16054514939001915,-0.32312337314047057,1
-3.260993041107988,-0.43290609284304615,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-1.8660170029471748,-0.7012687810833977,0.11056537616462643,-0.4612907835575319,0.2562453488174851,-2.3581210668134047,-0.5506733490176762,-3.60186003599833,-0.8148655822911034,2.03772304516571,1.1913516927013286,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-2.2269970664658074,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-3.5467058466417263,6.762258501294381,-0.16511776211280602,-0.03528184458813557,-0.637209178380579,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,0.03093125074485965,-0.8730007390486068,3.8003644373828798,-0.6296666387873803,-1.56234549487271,-0.16054514939001915,-0.32312337314047057,1
-0.9999760916049113,0.39100579844250377,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-0.8375853508563242,0.31779260189591996,1.237584427891012,-0.4612907835575319,-0.09602408515967074,-0.04768775779318268,1.7845452159737136,-0.44103056104558397,-0.3659448567991378,-0.20017029973431127,0.5275320899761261,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-1.0550408064344599,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-1.0204258172396947,-0.005000297915783639,-0.16511776211280602,0.13182986458831147,1.393222605521526,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,-0.7649826403728712,-0.5677346617302409,-0.23879620711161964,-0.6296666387873803,-0.504666631067023,-0.16054514939001915,-0.32312337314047057,1
-0.9999760916049113,0.43216528819121197,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-0.9251114489066091,0.31779260189591996,1.237584427891012,-0.4612907835575319,-0.10122363400066198,-0.2806150595179785,1.4905749225061322,-0.5972406066720845,-0.5904052195451206,0.015011752659921532,0.5939140502486464,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-1.2417241044925507,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-1.0425473586530232,-0.04277104470207293,-0.16511776211280602,0.1257744830781432,0.9914309340654575,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,-0.7649826403728712,-0.5677346617302409,-0.003762196584193673,-0.6296666387873803,-0.5844154562892342,-0.16054514939001915,-0.32312337314047057,1
0.39761043705233107,2.3806218350672057,0.19388445198079318,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-2.839744843756597,-0.7012687810833977,0.6740749020278193,-0.4612907835575319,0.2562453488174851,-1.0359160893755905,-0.800102688929563,-0.302057485970975,-0.8148655822911034,1.6934317613349374,0.7266779707936869,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-1.1794963384731871,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-0.9540611929997119,2.81521546212715,-0.16511776211280602,0.8069208004510897,-0.8915499870338861,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,0.03093125074485965,0.7944526537789249,3.1512970043369433,-0.6296666387873803,0.5425401647801927,-0.16054514939001915,-0.32312337314047057,1
-0.4713078890107441,0.9153680698902308,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,-0.7403856657153718,-0.5968885812180398,0.8273232933855788,0.11056537616462643,-0.4612907835575319,0.2055497476178206,-0.1007814809804519,1.4218545941630616,-0.16308441089636597,0.30743623143881055,-0.71660722548047,0.36157718929482185,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,-0.6194464442989143,-0.29369143261333874,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-0.4275685073625102,-0.005000297915783639,-0.16511776211280602,0.19633649817579754,0.5824814537354679,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,-0.7649826403728712,-0.5397102349600303,-0.6466035631260931,-0.6296666387873803,-0.5473604465900248,-0.16054514939001915,-0.32312337314047057,1
-0.3414274655360533,0.009859295418645159,-0.4902228953092964,-0.16668953374047488,-0.42030804845505415,-0.27024843416161254,0.15898897715131471,0.8035289875865224,0.31779260189591996,-1.0164536755617593,-0.4612907835575319,0.2562453488174851,-0.8680714160738986,-0.6053950919575289,-0.42810283313166825,-0.8148655822911034,-0.9748256883535493,-0.5345792743841978,-0.08383799521199362,-0.23299054186357007,-0.13485400589774366,0.9258764118486152,-0.08476057529231892,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,-0.17980724353324093,0.2656900540526229,-0.16511776211280602,-0.7384630224564163,-0.7631866145615792,-0.20172027563252692,-0.581289182287173,-0.5609013351173755,-0.7649826403728712,-0.29249475595138674,-0.9983763206042264,-0.6296666387873803,-0.5562214271702706,-0.16054514939001915,-0.32312337314047057,1
0.4707825066155375,0.6519232656214511,-0.4902228953092964,-0.16668953374047488,0.008536236960886005,-0.27024843416161254,0.15898897715131471,0.45342459538538227,-0.7012687810833977,1.237584427891012,0.5017602256506399,-1.4206091524021867,0.01054406763801684,-0.11798980019093368,0.23875246509456027,0.980817319676759,1.1985130408281996,-0.13628751274907633,-0.08383799521199362,2.9183558897526662,-0.13485400589774366,-0.41202055756770206,-0.08476057529231892,-0.20361976060826664,-0.4165646890408843,-0.15683021956992096,0.4749903823012615,0.0390655733348872,-0.16511776211280602,1.8652669243949294,-0.4568323947577833,-0.20172027563252692,0.07671520324176209,0.3190256664422248,0.03093125074485965,-0.030266191172987383,1.4655894983687185,0.28787245502572223,0.06163058237958599,-0.16054514939001915,-0.32312337314047057,1
