standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,Class
1.2761886985098154,0.9497363411780249,2.4106684733106944,-0.19455170047579262,-0.39306122628544043,-0.11511981154948499,-0.3639524558923954,-0.13094421841233256,0.5915413048521665,0.5601937908286327,0.7131373962211057,0.46969408074176233,-0.7654479445419987,1.2964774571800748,-1.42904571322809,0.7010723932665566,-0.4726933942540935,-0.4386126788758689,5
-0.16333605779540725,0.1145384166676162,-0.3570473186116237,-0.19455170047579262,-0.5989501625658626,-0.12173933705283034,-0.579444521724743,-0.13399161125786505,-0.947457776250593,-0.936970243561695,-0.9566681926217699,-0.9361218253313448,0.8655683608325999,-0.8385732082791811,0.5528258525640029,-0.9922969305993015,2.5107641687411353,-0.49214015401244304,2
1.0568325451680671,-1.4340577350287664,-0.3570473186116237,-0.19455170047579262,-0.35188195662753236,-0.11011320407574539,-0.363951624706813,-0.12275925351500389,2.2528064517304793,2.2571911372739337,2.19655834391918,2.291142529678228,-1.7920287671278705,1.4725053340594705,-0.6978699790124081,2.2054268786007825,-0.9968719805102918,-0.6064857146838785,1
-1.2738265840880076,0.8627365573748572,-0.3570473186116237,-0.19455170047579262,-0.0636385576363089,-0.0876006215538036,1.8217583640817552,-0.025412158745925267,0.17137323670314747,0.19224676996777598,0.19994032346884277,0.11518410251508818,0.05006020814530061,0.33116199129637575,-0.611283267256745,0.180633255978335,-0.7008630331929507,-0.41162499322539003,5
-0.876243556156089,1.2803355196300616,-0.3570473186116237,-0.19455170047579262,-0.16658321107674795,-0.09353860789471785,0.0516408894058051,-0.10745509402254122,0.3285723855292843,0.32546889236156457,0.3990914637116385,0.2435411389374195,-0.2953314099574745,0.7400014586800916,-0.9576298545195222,0.38259475015069083,-0.5430999505957542,-0.4267809709496707,5
0.3302152872235262,1.0715360385024595,-0.3570473186116237,-0.19455170047579262,-0.1254054238206635,-0.10351475503383392,0.17477937105963845,-0.10745509402254122,0.32177975790879065,0.35718849561065436,0.35313351003860693,0.24659723003737544,0.05965441256360601,0.47312004884028425,-0.8614223296680769,0.33598825328808934,-0.6615438344395187,-0.3817945908784198,5
0.9882837472487709,1.837134135970334,-0.3570473186116237,-0.19455170047579262,-0.18717191940456224,-0.09222896787842245,-0.34855973009287505,-0.13056436363143833,-0.5059416706931126,-0.5341316077411232,-0.60432386580921,-0.35545874026975804,0.1555965430945867,-1.0713845943637674,1.6592105267431836,-0.557302998720435,-0.39943920791914805,2.598381567911949,6
-1.3149558628395854,-0.21606076178442055,-0.3570473186116237,-0.19455170047579262,-0.5577723753097782,-0.12196644986423934,-0.5024828321601668,-0.13761916914215483,-0.8290732456579967,-0.7403088575744866,-0.8698587194662711,-0.8566626590847343,1.4795981343875586,-0.9521397156402279,0.12951345322796953,-0.8913161951647478,0.60133187692085,0.30099528002603654,0
-1.6988291311876447,-0.738059464603426,-0.3570473186116237,-0.19455170047579262,3.807077521040645,5.837760963567808,1.883327604908672,3.3524377131680825,-0.4118162175467982,-0.5373035623565082,-0.3132568641783048,-0.4043566379505738,-0.8038248485631468,0.31980524857139087,0.26420371094279255,-0.33980599782612914,0.7377070677838675,-0.6961238472006778,2
-0.7665654794852148,-0.6684596375608919,2.4106684733106944,-0.19455170047579262,0.4510843389654307,0.05571521242016078,0.42105661142916595,0.020358361018405963,-0.40890512510926136,-0.35332999483083966,-0.3694277092114416,-0.5052086619376364,0.8367857475776835,-0.07199920693471429,-0.7171113454440969,-0.39676950693778007,0.04604840919954121,-0.19222124480555017,0
