standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,Class
-1.5277146912065693,0.03406572394921457,-0.37222695710253595,-0.9718645745491936,0.7092859047464739,0.4892790852817331,1.4027182872591664,-0.8486287133198398,-0.500812293219419,-0.09902986974982972,0.06595137066687805,-0.11372346880576605,-0.13161362196609055,-0.2604857875000173,0.022209370650211134,0
-1.2385036694859493,0.10516995835719552,-0.3523827647124151,-0.7813836275528878,0.6758274832451189,0.474045431978863,1.2312263922149598,-0.8334410669966771,-0.4997960226814289,-0.7570275404871527,-0.6577182719459889,-0.6953112884885881,-0.6090715846743713,-0.7247124766184043,-0.7980230223512519,0
-0.9492926477653292,0.22771539007182967,-0.3343495957054704,-0.6338120981863947,0.6411460385035063,0.4892790852817331,1.2747323897496645,-0.7759357052773521,-0.4948649431705552,-1.0985013211156671,-1.295588047394182,-1.0470452340178462,-0.9471133356092752,-0.8105944141053059,-1.2314357297949385,0
-0.6600816260447092,0.08709342547186706,-0.3778141569016962,-0.8192749987295721,0.6246352247600172,0.4892790852817331,1.3154761017266103,-0.7909935426575817,-0.4963233636392918,-0.9856420507179366,-1.14020975992919,-0.9755480834258918,-0.9030373826334315,-0.7456026776287317,-0.9842238749743268,0
-0.3708706043240892,0.4959307543464251,-0.2579783543128113,-0.354030406146659,0.6361665867395964,0.4892790852817331,1.0298557750543265,-0.7766885971463635,-0.4949410430497033,-1.2087430806776247,-1.529369994703553,-1.1371811529922244,-1.01540268764481,-0.843090282343593,-1.4049651982961562,0
-0.08165958260346914,0.048632717205210584,-0.3664470952413357,-0.8751903734930041,0.7285048413791068,0.4892790852817331,1.443692189699259,-0.8411517182068983,-0.5003267952562465,-1.1377639836522573,-1.2746739676869256,-1.0379442728936157,-0.9085232308578928,-0.840769148898001,-1.4074652281364146,0
0.20755143911715088,0.48448869363709457,-0.2648371237214356,-0.3542352243692359,0.6594040283045061,0.45872472922854834,1.0886464193419647,-0.8156312800262676,-0.498454160255438,-0.9181158403269924,-0.8486871862812249,-0.8167545137303192,-0.6917376424015973,-0.80363101376853,-1.0678036397024149,0
0.4967624608377709,0.2882910055918133,-0.3154687136255497,-0.6223422777221009,0.7072766522803354,0.474045431978863,1.2749165421201818,-0.8371536027645614,-0.500057074165595,-0.7371177506193074,-0.6729741564969886,-0.7055771726367202,-0.6548500422715995,-0.557590868535785,-0.8439824750310693,0
0.785973482558391,0.5338145519890817,-0.23902040740807448,-0.2909975981486879,0.6835150578981727,0.4892790852817331,1.104115218465415,-0.8136062605165127,-0.4982913643114377,-1.2280402616264596,-1.6205770108230113,-1.1665954593457373,-1.0479394426312696,-0.8222000813332656,-1.4138351671814564,0
1.075184504279011,0.896402879172985,-0.01911592979560955,0.35638159886053183,0.6348562046964625,0.474045431978863,0.6121061225359019,-0.7514018150630125,-0.4922380524055323,-1.2345840387158913,-1.5871492435346812,-1.1561839598196177,-1.0345085728403471,-0.8338057485612252,-1.5099664515870053,0
