standardization__V1,standardization__V2,standardization__V3,standardization__V4,standardization__V5,standardization__V6,standardization__V7,standardization__V8,standardization__V9,standardization__V10,standardization__V11,standardization__V12,standardization__V13,standardization__V14,standardization__V15,standardization__V16,standardization__V17,standardization__V18,standardization__V19,standardization__V20,standardization__V21,standardization__V22,standardization__V23,standardization__V24,standardization__V25,standardization__V26,standardization__V27,standardization__V28,standardization__V29,standardization__V30,standardization__V31,standardization__V32,standardization__V33,standardization__V34,standardization__V35,standardization__V36,standardization__V37,standardization__V38,standardization__V39,standardization__V40,standardization__V41,standardization__V42,standardization__V43,standardization__V44,standardization__V45,standardization__V46,standardization__V47,standardization__V48,standardization__V49,standardization__V50,standardization__V51,standardization__V52,standardization__V53,standardization__V54,standardization__V55,standardization__V56,standardization__V57,standardization__V58,standardization__V59,standardization__V60,standardization__V61,standardization__V62,standardization__V63,standardization__V64,standardization__V65,standardization__V66,standardization__V67,standardization__V68,standardization__V69,standardization__V70,standardization__V71,standardization__V72,standardization__V73,standardization__V74,standardization__V75,standardization__V76,Class
-1.3024476543743893,-1.0216359728928983,-1.2001204709608089,0.04225022641084611,2.020982310704378,-1.3759373805652932,0.4143355367034024,-1.2720520633241583,0.6827251748264344,-1.3147673196837832,-0.9403941484657811,1.1758498910800834,-0.9467356508282111,1.6454869677411823,1.2000999005366795,-1.0170637065358967,-0.2855434119798531,-0.0408148947147009,-0.0823303480535166,-1.8589012693329527,-0.08924799117591346,1.226886193261259,-0.44092432709388957,0.4055007177314601,0.5649496668261,-0.46164450934104123,-1.3291022868849351,0.7665949495885092,0.548236684148371,-1.7436146061664128,0.20032200989505833,0.3399207362704519,-0.3622326881127815,-1.084236410026957,-0.28780368463828865,-0.06873400565195803,-1.473991443928217,1.0927004107726352,-0.23080865162188458,-1.264901406553924,0.439888385725238,-0.4640805561039665,0.208133951543492,-0.5015240419393275,0.16462127367819337,-0.38758499457864676,0.17194928982632038,-0.3580864052263038,0.25924822445691825,-1.0038901667855913,0.07881043771697178,-0.8747818016659933,-0.23795108405369564,-0.3153955754253025,0.6370471926211021,-1.1691802503141862,0.16301581728001818,-1.70136288975287,0.1828973505895831,0.3688634876623221,-0.4964224612357627,1.0878629877858472,0.021532408945909656,0.28857298376940704,-0.4359483307286762,-0.7510886837476005,-0.0007918588777168229,-0.2320746119778637,-0.9198945889911577,1.1438556892535565,-0.9310649338114017,1.9456834209234581,-1.5557324344618304,0.9664364730384661,-1.097729491703714,1.0341911100174486,0
-1.484651900827572,-1.1427632339706746,-1.1878765380746443,-0.3487168269228,1.9134522669994247,-1.3157011592138268,0.4594124536656088,-1.214713252953363,0.3286264791056618,-1.055645294152656,-1.6210759793441332,1.7893319912484873,-1.6594398598939442,2.38102914200662,1.0424600152586274,-1.0510930662495013,-0.7049349527554246,-1.5809812273553425,1.77869272977309,-1.3875771518139153,-1.6907399635045042,1.0052809359224855,-0.9398157476070662,0.28518103793025573,0.5268470075524361,-0.5049229810067034,-0.9318595508618183,-1.2112079440380743,1.0188961042169116,-1.5810484303178372,-1.7058553047336047,0.8013793822591787,-0.12096799576077209,-0.637404483402016,-0.060104421933470605,0.24831720655004147,-1.521601635683783,-1.2045584278377377,0.8767774424364536,-1.5922194931436864,-1.4336678849264124,0.21558793289197697,0.45760707109099846,-1.5477311568800913,0.20585760168785963,-0.14652140072126438,-1.7325684997547113,-0.8517776189334665,-1.8726991718901866,-1.2795471131763874,0.19203695858063496,0.5392796446444245,-0.23867064698147256,0.5924107832952391,-1.1824404649042166,0.8638144313351891,-1.7043896201623103,-0.3951694483121629,-0.7331750906281359,-0.12426733322539098,-0.7844896548862004,0.6805456180568806,-1.4028879944613688,1.4939031055768248,-1.6708656546648113,0.004305473350188045,-1.1364225242417927,-0.9118168631778323,-1.2383930164053911,0.8262899774654355,-1.1843145671605697,1.8522470483351172,-1.6954615384285263,1.3551399595874993,-0.7006435261878114,1.1092331976079528,0
-1.647590823731045,-0.8494492094180613,-1.1643093232653363,-1.2468919527059084,1.9980398368004277,-1.1433745546871636,0.7335114256824918,-1.6580633954513795,0.30729460856362983,-1.2287144041418476,-1.6230685126997797,1.4110035332090642,-1.1379077901697559,1.5766571478851992,1.177157152684237,-0.8385289094813536,-0.4088723911111579,-1.1504849923171545,-0.25081835103586525,-1.6499663098546433,-1.7477596846745724,0.33779891870837403,-0.43200810291874814,0.7230567676177435,0.46080809360951624,-0.44754728730010884,-0.7750257788297733,-1.6615828168533753,-0.33965657866446786,-1.6337931153939822,-1.7208748968295677,0.07087024120175377,-0.09740150103331514,0.16547641630556326,-0.4495645943000317,0.1124212605042455,-1.1357459025006134,-1.3592466833372356,-0.3364347751622192,-1.548124447631107,-1.0910946809654052,-0.6053246549498642,0.5532410436817146,-0.8351728384011469,0.05736256003587732,-0.18111886049595685,-1.542116720796608,-0.34804773542703576,-1.5937000133817691,-0.884726599311846,-0.6097504227808926,0.5349015244317151,-0.4474563277443099,0.6029212994115098,-1.1302014488522105,-0.6335762680607661,-1.4307435437315097,-1.2071400593035508,-1.1689213413395958,2.3533541216430383,-1.0849069061272276,1.522035419566781,-0.9879896803115977,1.273923251553085,-1.3069893755070945,-0.7329007100668818,-1.5063330888178819,1.3958985866859481,-1.2856777744761096,2.057057023370786,-1.1649706829594317,2.3099350829697114,-1.4492906860446115,1.3532464893224456,-0.8494500526245644,0.3554187038170828,0
-1.3410436076553323,-0.9043342014344661,-1.3710788304956933,0.2160153692588833,1.5744106409255374,-1.2644425056407265,0.42107698155495893,-1.8120059874637877,0.36931408816944916,-0.37457270527324404,-1.3923169318211608,0.7056271683907505,-1.2370629181345156,1.33672776924899,0.15051201898030403,-0.7212162721119579,0.5266664423213652,-1.1961382480300262,-0.9661414915885878,-0.18740267166627733,-1.727942678366058,0.01713977502861367,-0.38457657119562744,1.1448584787642746,-0.977353714042628,-0.2285368734499106,0.3839445275809105,-1.0388152643960773,-1.1196158665862757,-0.13740272943396836,-1.6775713687304077,-1.036479489773853,0.15860846600137796,1.6579127583355826,-1.71221340683951,0.04441429462406052,0.27138887452210086,-0.9786621575771034,-0.7729501571883571,-0.46143526319519945,-1.1568729847822206,-1.6691592867281893,0.362756127751844,0.4169628010592881,-0.1744411752933561,-1.5678404468155307,0.13684107885546953,-0.7462394982806348,-1.0180032803575114,-0.31410334478042645,-0.30882752314827533,-1.6330055989388363,-0.18870599618394732,-1.671274709179815,-0.2670928525795302,-0.050810737017085265,-1.601702635440534,0.09732046888161602,-0.17578163821229026,-1.3510727186410758,-0.45191184551131053,-0.8872098615803675,-0.5880588616249497,0.8746555256055755,-1.7103623571601818,0.5187653003190852,-0.574188114740535,-0.6626536727045963,-0.7734427272299077,-0.3602528966209427,-0.8386517084685313,1.389647656793381,-1.6877150165431076,1.0727533014290949,-0.9454783697475916,1.4940385408060213,0
-1.3450272847283231,-1.0156990854421062,-1.1463820017570563,-0.11047876185839547,1.97218474413914,-1.513297538375716,0.34972020814675686,-1.254567764105458,0.1782247106278787,-1.1762730418319767,-0.7393336314855453,1.7997451444137589,-1.2328524161840049,1.7966332252059296,1.1588247601368338,-1.1150259815430974,-1.1932161021256777,0.3323168649301314,1.3424475786195054,-1.4109456244597867,-0.08303467468969954,0.8961375173941708,-0.6694438503975144,-0.8717715622090737,0.42268407634298644,-0.8214861713801533,-0.5822008577026219,1.1576070569617078,0.48193328036812283,-0.9923266363519241,-0.32567477010469625,-0.04555627543295553,-0.005686757332515562,-0.06351274407983423,-0.33834072236344515,-0.6666148156818821,-0.4701098453518996,0.13966262465586252,-0.7516797419324684,-1.027023465086675,-0.35028581756441746,-0.44512231962557763,-0.25628069755765726,-0.023720093809092374,-0.8844830402946228,-0.14385800889873218,0.04935285429433589,-0.4209865967843493,-0.472673802681109,-0.7423139766330193,-0.7291352109489846,0.1254045197538256,-1.0213752216710623,0.367381986531224,-0.6083359871675447,0.5323927556233767,-0.5667269692193243,-0.5974366955111791,-0.7799593065588152,0.1601756911187003,-1.5060858769649474,0.9985956386653708,-0.6836891110282558,1.3571666033358003,-1.0817871804783439,-0.009076429663453829,-1.489677521200241,-0.3310792398861363,-1.3825130873522675,0.7602434483259387,-1.5217049973424552,2.4071536388905614,-1.5515350512645008,1.274392614735845,-0.8729900681060847,1.5268109610128275,0
-1.277663958485865,-0.14767051729020544,-1.0176793466587932,-1.8781482768983688,1.377581626528591,-1.3634204712973332,0.9439719897224517,-1.2842628071665023,0.3877896281494208,0.2954107085889699,-1.0699435700715643,0.6507587905755945,-1.1692233984266787,1.4539624841598404,0.42665049601761057,-1.2053504042698897,0.7311297054544436,-0.6472228748222171,-0.9848709377561108,0.38632644501021457,-0.1174780595589285,0.4159256574897141,-0.5231343472662462,0.4037897138047372,0.03601897348961772,-0.654736173524554,-0.0749426233816971,-0.017535038932017258,-0.4012419799593327,0.04110743673821759,-0.02628275310306197,-0.19560820475604385,-0.2949060233592947,-0.38074229966876505,-0.4853361508258996,0.08573289186771203,-0.9469223627845086,0.09765571676543758,-0.33244203509712067,-0.12678842807388577,-0.20702011547973512,-1.1973505783475098,-0.10343338765284468,-1.27435222692233,0.9152847331171278,-0.6045981602785641,-0.042729207813422584,-0.7407446474431407,-0.18847899657801898,0.15754119146157614,0.6202624186298958,-1.1696624744709372,-0.010771575949555037,-0.486135075425663,-0.4727957840081007,0.1190261600927098,-0.05932659882430911,0.50753730674549,-0.2883851275461045,-0.8624628968046445,-0.8051570982010648,0.24951719354056753,-0.5121487413048101,0.41211498566342863,-0.5426604182713155,1.1258020635125479,-0.8296461531482797,-1.3226382183039116,-1.2544845728272245,-0.0008387874433283669,-1.3813570150160974,1.2247115749452542,-1.6480100403521536,1.4419265583893863,-0.9838243076649092,1.1047816173116718,0
-1.054012055491839,-1.5563985559127156,-1.1496296523982652,1.1848441430882113,1.877406209367409,-1.1112171091531406,0.046375975370962934,-1.1134416075942404,0.9717754724299578,-0.780331008927337,-0.46547614004669025,0.6429308053655061,-0.4624402077288512,0.8925128638719498,1.076990953472385,-0.8676652700778218,-0.24619313213122407,0.367911797394447,-1.0819067197095613,-0.3630730360745934,0.006961934290739873,0.5174731544473415,-0.5129493426529267,-0.39609677329636744,0.5025202536776024,-0.8350396434280782,0.04536821543740579,0.7365124671009573,-0.7481505151653508,0.47909822974563016,0.07132237718919651,-0.3105481241982144,-0.9706374235537297,-0.08385321078998738,-0.19760943744008283,-0.8693614676050422,0.5728302430125659,0.682526723565437,-1.5759748787659054,1.0422327507348692,-0.17697604591634522,-1.1888403202598352,-0.9443023999297299,0.46313081492755803,-0.8533775215514935,-0.21022973311623286,-0.42283718492546485,1.0217815937872998,-0.4167553488882229,0.8079067598187939,-0.10405919100256539,-0.1680485051556694,-0.6008131767268141,0.4302420904283183,-0.3055637711907505,-0.5262065250182273,-0.4010057900358679,-0.03083451141184315,0.43886119160177534,0.5356845534957541,-0.49566633526082887,1.0134922445144061,-0.7034257423114921,0.7212560500266021,-0.604874178411082,-0.18514382475764365,-0.0716870236585657,-0.7994449125741178,-0.7239691655173953,0.6908128892673798,-1.0950176676263186,1.8206740396463432,-1.6007935309103802,0.8426813943035508,-0.8228741224480068,1.5189657628307163,0
-1.203497905001278,-1.2882680587206803,-1.1703551728965154,-0.6406657608945746,2.225281712111902,-0.9717221104442325,0.4603408746420819,-1.1810448726102862,0.24731166676036662,-1.415303821623569,-0.854321341300354,1.9419293819488508,-0.28050047110170745,1.626313659113491,0.8775775110047539,-0.5048843355358407,-1.5822012998717132,-0.07689672690315072,0.6532162816587109,-1.4604451584205962,-0.46810592872350065,0.6347687615300556,0.12018947655185291,-0.39978563497324715,-0.45739337771003535,-0.49616256445269535,-1.5911655001542684,-0.633022630627328,0.2261556702178966,-1.3136404693581267,-0.2657297117098608,-0.312152705294923,0.18466133402576818,-1.151773115900513,-1.0013273127997606,-0.7466563244485672,-0.6612367088070797,0.404970687827548,-0.28452915431593784,-1.4286339824427672,-0.08578167315070287,-1.3273349511081765,-0.392057969778428,-0.10166912115434093,-1.0548380077668758,-0.7517239245552382,0.5216712129986788,-0.022741998826543482,0.15092253077074172,-1.0194787069387894,-0.5339966018082695,-1.4188822087531112,-0.6546229919196486,-1.0370124265496787,0.9838101589574807,-0.383361892636387,0.12033579240438473,-1.2631171874883353,0.82590736020838,0.6683701769125753,-0.2975109214297735,0.6578077083752499,-0.15451306139653553,-0.6260490409617747,-0.132559444403943,-1.6678917204049948,-0.1033267886704369,1.8115358825521863,-0.6083805350067699,1.909654706451105,-1.3952501620756141,2.572670751801364,-1.5869778198072015,1.132382344856801,-0.1903412957369783,0.6818082456134986,0
-1.37617833331548,-1.568896668882739,-1.4121239151620428,1.0833862635303455,1.7857259327902963,-1.4174768900479218,0.17065967295289605,-1.3268873481717218,0.6111960992103725,-0.6341763702570317,-0.8016002988494982,1.1124287146094607,-1.2038503910300968,1.0103098990926,1.155569475478884,-1.8706618939811668,-0.20565641168414378,-0.3801199366828615,-0.6999553989346935,-1.0595292082823582,0.4456182190146523,1.0564383168038591,-1.2465130025671942,0.3388814455753857,0.5027124756134003,-1.5018583848528062,-1.04612932210231,1.1090138202501487,0.20699361913996528,-1.5004129274347044,1.188860015122274,0.41108862726564527,-1.5753017887305956,-1.3566987777225594,-0.6971631099767773,-0.8029591074430574,-1.1613765049588336,2.1243192486012887,-0.5892599157691867,-1.5177309754601243,1.2256369053670875,-1.099050551082493,-0.42520620809453313,-1.2011210988044958,-1.1182785123971315,-1.7291620895063013,0.6279710739937555,-0.753847753286396,0.8668543000146639,-1.5125240471352608,-1.7532384197097677,-1.5672862074850111,-1.7596242992289204,-0.5435820379753217,0.07553548693392939,0.01105710118089093,0.1573198363586785,-0.6772111557284438,-1.3983926672981317,-1.2561127427698247,-1.812031249222715,0.13852250850208847,-0.8230171862158511,0.8228608541892249,-0.646629679251776,0.08760068559896193,-1.516230507271297,-0.87514162215662,-1.7109326247408643,0.17329968366565285,-1.5520410125776316,1.727424035512068,-1.6999992499932066,0.8896134980103508,-0.7346340941772487,1.8546328211495458,0
-1.8863393390208039,-1.6277887761383973,-1.3422994263760528,0.7636150271753617,1.1575028729521948,-1.510297525113108,0.30451857791905396,-1.495116187444121,1.2786023288185087,0.3507419076148014,-1.7392146721399644,-0.35182732752019247,-1.436020100144973,1.1252046359400893,-0.9313950762853845,-1.6202665001366219,0.6903952449076212,-1.638678844665211,-0.6320611565774221,0.5705305593483184,-2.0225349230711114,-1.8653636059533432,-1.1023760686793815,0.4122976415871579,-1.6636714568116373,-1.6166097722659951,0.2766730353311341,-1.661422376946775,-0.10091405125859837,0.036842307674058605,-2.0160898675086565,-0.14643251349809192,-1.397385563856979,-0.4365877774667306,-0.3534358953279491,-1.8709657957626833,-0.39216438988383184,-1.4155145969087057,0.8194029776222193,-1.0941097016447234,-1.689522979011272,0.458038639457451,-1.4360447699103767,-1.1846862190782281,-1.6566867640963883,0.33019910159375987,-0.8341524606782635,-0.7169688505501375,-1.5212693644934867,-0.29824729457779753,-1.349289372470629,0.9057568594061242,-1.6994733357350498,-0.40236671307409894,-1.368813491236806,-0.18849203267897546,-1.7564102571082532,0.3470010287583851,-1.1514725386565112,0.03751984710976506,-1.526770123079255,-1.8217473066598713,-1.1015083145903455,0.6620059495523923,-1.6200588261689284,0.9845035859004914,-1.0521563976736579,-0.3811681107252919,-1.3867917035163777,-0.6923745727184522,-1.119087034962708,0.8605695414013927,-1.8005095611508788,1.17505414046723,-1.4819361729556695,1.239500923023981,0
